Date,Code,ShortMarginTradeVolume,LongMarginTradeVolume,ShortNegotiableMarginTradeVolume,LongNegotiableMarginTradeVolume,ShortStandardizedMarginTradeVolume,LongStandardizedMarginTradeVolume,IssueType,original_code,margin_ratio,short_change_pct,long_change_pct,code,date,Close,next_week_return,code_meta,stock_name,is_core30,is_policy,sectors
2025-10-03,43070,34000.0,293100.0,16100.0,47800.0,17900.0,245300.0,2,4307,8.620588235294118,,,4307,2025-10-03,5605.0,1.9625334522747506,4307,野村総合研究所,False,True,情報・通信業
2025-10-10,43070,34600.0,301700.0,17000.0,61600.0,17600.0,240100.0,2,4307,8.719653179190752,1.764705882352935,2.934152166496085,4307,2025-10-10,5715.0,-4.601924759405074,4307,野村総合研究所,False,True,情報・通信業
2025-10-17,43070,36900.0,325600.0,20700.0,51500.0,16200.0,274100.0,2,4307,8.823848238482384,6.647398843930641,7.921776599270802,4307,2025-10-17,5452.0,6.32795304475422,4307,野村総合研究所,False,True,情報・通信業
2025-10-24,43070,42800.0,304300.0,21000.0,48400.0,21800.0,255900.0,2,4307,7.109813084112149,15.989159891598923,-6.541769041769041,4307,2025-10-24,5797.0,4.019320338105925,4307,野村総合研究所,False,True,情報・通信業
2025-10-31,43070,47100.0,186600.0,19600.0,40400.0,27500.0,146200.0,2,4307,3.961783439490446,10.046728971962615,-38.67893526125534,4307,2025-10-31,6030.0,-0.4477611940298498,4307,野村総合研究所,False,True,情報・通信業
2025-11-07,43070,41400.0,232400.0,15200.0,54700.0,26200.0,177700.0,2,4307,5.613526570048309,-12.101910828025474,24.544480171489823,4307,2025-11-07,6003.0,5.447276361819098,4307,野村総合研究所,False,True,情報・通信業
2025-11-14,43070,64100.0,161400.0,13900.0,59800.0,50200.0,101600.0,2,4307,2.517940717628705,54.830917874396135,-30.550774526678136,4307,2025-11-14,6330.0,1.0900473933649346,4307,野村総合研究所,False,True,情報・通信業
2025-11-21,43070,65100.0,150700.0,15800.0,57300.0,49300.0,93400.0,2,4307,2.314900153609831,1.5600624024961096,-6.629491945477072,4307,2025-11-21,6399.0,-2.5785278949835955,4307,野村総合研究所,False,True,情報・通信業
2025-10-03,45020,70500.0,2026700.0,10000.0,864700.0,60500.0,1162000.0,2,4502,28.747517730496455,,,4502,2025-10-03,4258.0,-0.8454673555659986,4502,武田薬品工業,True,False,医薬品
2025-10-10,45020,68100.0,2145400.0,10200.0,920700.0,57900.0,1224700.0,2,4502,31.50367107195301,-3.404255319148941,5.856811565599251,4502,2025-10-10,4222.0,-0.7342491710090049,4502,武田薬品工業,True,False,医薬品
2025-10-17,45020,53600.0,2236300.0,9100.0,962200.0,44500.0,1274100.0,2,4502,41.72201492537314,-21.292217327459618,4.236972126409988,4502,2025-10-17,4191.0,2.505368647100936,4502,武田薬品工業,True,False,医薬品
2025-10-24,45020,46200.0,1930600.0,9400.0,871300.0,36800.0,1059300.0,2,4502,41.78787878787879,-13.805970149253731,-13.669901176049724,4502,2025-10-24,4296.0,-3.328677839851024,4502,武田薬品工業,True,False,医薬品
2025-10-31,45020,71500.0,2203700.0,9500.0,1004400.0,62000.0,1199300.0,2,4502,30.82097902097902,54.761904761904766,14.145861390241365,4502,2025-10-31,4153.0,0.650132434384787,4502,武田薬品工業,True,False,医薬品
2025-11-07,45020,44300.0,2228100.0,9200.0,1036900.0,35100.0,1191200.0,2,4502,50.29571106094808,-38.04195804195805,1.1072287516449508,4502,2025-11-07,4180.0,6.291866028708126,4502,武田薬品工業,True,False,医薬品
2025-11-14,45020,140200.0,1422600.0,17400.0,784100.0,122800.0,638500.0,2,4502,10.146932952924391,216.4785553047404,-36.15187828194426,4502,2025-11-14,4443.0,-0.13504388926400823,4502,武田薬品工業,True,False,医薬品
2025-11-21,45020,124700.0,1336600.0,17500.0,743600.0,107200.0,593000.0,2,4502,10.718524458700882,-11.055634807417968,-6.0452692253620155,4502,2025-11-21,4437.0,1.5551048005409074,4502,武田薬品工業,True,False,医薬品
2025-10-03,45680,205600.0,3386800.0,23300.0,1401100.0,182300.0,1985700.0,2,4568,16.472762645914397,,,4568,2025-10-03,3728.0,9.012875536480692,4568,第一三共,True,False,医薬品
2025-10-10,45680,311400.0,2456900.0,48500.0,1218200.0,262900.0,1238700.0,2,4568,7.88985228002569,51.45914396887159,-27.456596197000117,4568,2025-10-10,4064.0,-1.67322834645669,4568,第一三共,True,False,医薬品
2025-10-17,45680,234500.0,2431800.0,40200.0,1190700.0,194300.0,1241100.0,2,4568,10.370149253731345,-24.69492614001284,-1.0216126012454696,4568,2025-10-17,3996.0,0.22522522522523403,4568,第一三共,True,False,医薬品
2025-10-24,45680,224800.0,2236300.0,41700.0,1163300.0,183100.0,1073000.0,2,4568,9.947953736654805,-4.136460554371002,-8.039312443457526,4568,2025-10-24,4005.0,-8.389513108614233,4568,第一三共,True,False,医薬品
2025-10-31,45680,141000.0,2549900.0,16700.0,1234900.0,124300.0,1315000.0,2,4568,18.084397163120567,-37.27758007117438,14.0231632607432,4568,2025-10-31,3669.0,-8.203870264377212,4568,第一三共,True,False,医薬品
2025-11-07,45680,88100.0,3555500.0,12000.0,1515700.0,76100.0,2039800.0,2,4568,40.35754824063565,-37.51773049645391,39.436840660418056,4568,2025-11-07,3368.0,4.067695961995255,4568,第一三共,True,False,医薬品
2025-11-14,45680,103000.0,3504300.0,11200.0,1617500.0,91800.0,1886800.0,2,4568,34.02233009708738,16.912599318955724,-1.4400225003515676,4568,2025-11-14,3505.0,5.563480741797422,4568,第一三共,True,False,医薬品
2025-11-21,45680,124500.0,2941400.0,14400.0,1451900.0,110100.0,1489500.0,2,4568,23.62570281124498,20.873786407766985,-16.063122449561963,4568,2025-11-21,3700.0,4.432432432432432,4568,第一三共,True,False,医薬品
2025-10-03,50200,794700.0,2248100.0,193700.0,977200.0,601000.0,1270900.0,2,5020,2.828866238832264,,,5020,2025-10-03,915.7000122070312,1.3323153919837294,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-10-10,50200,781300.0,2524700.0,195200.0,1194700.0,586100.0,1330000.0,2,5020,3.231409189811852,-1.6861708820938737,12.303723143988265,5020,2025-10-10,927.9000244140625,-1.7027749124268188,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-10-17,50200,741400.0,2344900.0,182900.0,1008500.0,558500.0,1336400.0,2,5020,3.1628001079039656,-5.106873160117753,-7.121638214441317,5020,2025-10-17,912.0999755859375,4.582836305995119,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-10-24,50200,795000.0,2123100.0,203900.0,940200.0,591100.0,1182900.0,2,5020,2.670566037735849,7.229565686538986,-9.4588255362702,5020,2025-10-24,953.9000244140625,1.981335873276202,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-10-31,50200,751400.0,1945400.0,181300.0,904200.0,570100.0,1041200.0,2,5020,2.5890338035666756,-5.484276729559745,-8.369836559747535,5020,2025-10-31,972.7999877929688,0.34950909300237587,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-11-07,50200,722900.0,1922200.0,185500.0,895000.0,537400.0,1027200.0,2,5020,2.6590123115230324,-3.7929198828852817,-1.1925568006579623,5020,2025-11-07,976.2000122070312,6.996515769197087,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-11-14,50200,791900.0,1949500.0,159400.0,786500.0,632500.0,1163000.0,2,5020,2.461800732415709,9.544888642965832,1.4202476329206126,5020,2025-11-14,1044.5,-2.6807084729535635,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-11-21,50200,656400.0,1957500.0,149000.0,782000.0,507400.0,1175500.0,2,5020,2.9821755027422303,-17.11074630635181,0.4103616311874836,5020,2025-11-21,1016.5,1.1805213969503292,5020,ENEOSホールディングス,False,True,石油・石炭製品
2025-10-03,56310,384100.0,1018700.0,59300.0,330300.0,324800.0,688400.0,2,5631,2.652173913043478,,,5631,2025-10-03,8535.0,12.665495020503803,5631,日本製鋼所,False,True,機械
2025-10-10,56310,371400.0,735900.0,59900.0,282800.0,311500.0,453100.0,2,5631,1.981421647819063,-3.306430617026812,-27.7608716992245,5631,2025-10-10,9616.0,0.8735440931780358,5631,日本製鋼所,False,True,機械
2025-10-17,56310,385000.0,766900.0,71000.0,283700.0,314000.0,483200.0,2,5631,1.991948051948052,3.661820140010774,4.212528876206001,5631,2025-10-17,9700.0,5.61855670103093,5631,日本製鋼所,False,True,機械
2025-10-24,56310,397300.0,775500.0,72000.0,293600.0,325300.0,481900.0,2,5631,1.9519254971054616,3.1948051948051948,1.1213978354413845,5631,2025-10-24,10245.0,-1.0248901903367469,5631,日本製鋼所,False,True,機械
2025-10-31,56310,372100.0,827300.0,67700.0,327700.0,304400.0,499600.0,2,5631,2.223327062617576,-6.342813994462626,6.679561573178594,5631,2025-10-31,10140.0,-13.34319526627219,5631,日本製鋼所,False,True,機械
2025-11-07,56310,306900.0,1078900.0,50800.0,396900.0,256100.0,682000.0,2,5631,3.515477354187031,-17.52217145928514,30.41218421370724,5631,2025-11-07,8787.0,8.501194947080926,5631,日本製鋼所,False,True,機械
2025-11-14,56310,304800.0,953000.0,49000.0,339700.0,255800.0,613300.0,2,5631,3.126640419947506,-0.6842619745845546,-11.66929279822041,5631,2025-11-14,9534.0,-6.156912104048673,5631,日本製鋼所,False,True,機械
2025-11-21,56310,263600.0,964600.0,44000.0,359100.0,219600.0,605500.0,2,5631,3.659332321699545,-13.51706036745407,1.2172088142707205,5631,2025-11-21,8947.0,3.218956074661894,5631,日本製鋼所,False,True,機械
2025-10-03,60980,204000.0,2518500.0,97800.0,632300.0,106200.0,1886200.0,2,6098,12.345588235294118,,,6098,2025-10-03,7882.0,3.044912458766813,6098,リクルートホールディングス,True,False,サービス業
2025-10-10,60980,218600.0,2234500.0,104300.0,567300.0,114300.0,1667200.0,2,6098,10.221866422689844,7.156862745098036,-11.276553504069886,6098,2025-10-10,8122.0,-8.692440285643933,6098,リクルートホールディングス,True,False,サービス業
2025-10-17,60980,266200.0,3252600.0,69500.0,820300.0,196700.0,2432300.0,2,6098,12.21863260706236,21.77493138151876,45.562765719400325,6098,2025-10-17,7416.0,6.930960086299898,6098,リクルートホールディングス,True,False,サービス業
2025-10-24,60980,223100.0,2536200.0,85300.0,672000.0,137800.0,1864200.0,2,6098,11.367996414164052,-16.190833959428996,-22.02545655783066,6098,2025-10-24,7930.0,-2.799495586380829,6098,リクルートホールディングス,True,False,サービス業
2025-10-31,60980,171600.0,2772300.0,65700.0,750100.0,105900.0,2022200.0,2,6098,16.155594405594407,-23.083818915284628,9.30920274426308,6098,2025-10-31,7708.0,10.106382978723394,6098,リクルートホールディングス,True,False,サービス業
