ticker,date,prev_close,open,high,close,high_time,gap_up_pct,morning_gain_pct,drop_from_high_pct,close_vs_prev_pct
4777.T,2025-12-02,223.0,270.0,303.0,227.0,09:15:00,21.076233183856502,12.222222222222221,25.082508250825082,1.7937219730941705
4579.T,2025-12-02,1054.0,1281.0,1344.0,1094.0,09:25:00,21.537001897533205,4.918032786885246,18.601190476190478,3.795066413662239
4814.T,2025-10-08,202.0,226.0,272.0,222.0,09:35:00,11.881188118811881,20.353982300884958,18.38235294117647,9.900990099009901
4777.T,2025-10-23,225.0,238.0,286.0,234.0,09:10:00,5.777777777777778,20.168067226890756,18.181818181818183,4.0
7356.T,2025-11-28,169.0,179.0,207.0,174.0,09:35:00,5.9171597633136095,15.64245810055866,15.942028985507244,2.9585798816568047
8912.T,2025-11-12,160.0,182.0,193.0,163.0,09:05:00,13.750000000000002,6.043956043956044,15.544041450777202,1.875
4664.T,2025-11-19,905.0,950.0,1044.0,887.0,09:35:00,4.972375690607735,9.894736842105264,15.03831417624521,-1.9889502762430937
1844.T,2025-10-06,722.0,812.0,850.0,727.0,09:15:00,12.465373961218837,4.679802955665025,14.470588235294118,0.6925207756232686
265A.T,2025-10-14,1050.0,1140.0,1238.0,1060.0,09:10:00,8.571428571428571,8.596491228070176,14.378029079159935,0.9523809523809524
2334.T,2025-11-17,446.0,520.0,523.0,449.0,09:20:00,16.591928251121075,0.576923076923077,14.149139579349903,0.672645739910314
5255.T,2025-11-25,200.0,208.0,228.0,197.0,09:05:00,4.0,9.615384615384617,13.596491228070176,-1.5
5721.T,2025-12-02,125.0,134.0,156.0,135.0,09:35:00,7.199999999999999,16.417910447761194,13.461538461538462,8.0
9242.T,2025-11-07,1957.0,2087.0,2254.0,1957.0,09:10:00,6.642820643842616,8.001916626736943,13.176574977817213,0.0
290A.T,2025-11-18,1037.0,1162.0,1171.0,1021.0,09:05:00,12.054001928640307,0.774526678141136,12.809564474807855,-1.5429122468659595
9610.T,2025-09-08,223.0,231.0,260.0,227.0,09:00:00,3.587443946188341,12.554112554112553,12.692307692307692,1.7937219730941705
6666.T,2025-12-03,413.0,443.0,491.0,429.0,09:55:00,7.263922518159806,10.835214446952596,12.627291242362526,3.87409200968523
3914.T,2025-11-05,3470.0,3890.0,4000.0,3505.0,09:25:00,12.103746397694524,2.827763496143959,12.375,1.0086455331412103
6993.T,2025-11-19,60.0,66.0,67.0,59.0,09:05:00,10.0,1.5151515151515151,11.940298507462686,-1.6666666666666667
3077.T,2025-11-07,517.0,677.0,686.0,605.0,09:45:00,30.947775628626694,1.329394387001477,11.807580174927114,17.02127659574468
4420.T,2025-12-01,557.0,657.0,657.0,582.0,09:50:00,17.953321364452425,0.0,11.415525114155251,4.488330341113106
9610.T,2025-11-17,152.0,165.0,176.0,156.0,09:05:00,8.552631578947368,6.666666666666667,11.363636363636363,2.631578947368421
5255.T,2025-11-17,171.0,181.0,219.0,195.0,09:50:00,5.847953216374268,20.994475138121548,10.95890410958904,14.035087719298245
5994.T,2025-11-06,1586.0,1906.0,1986.0,1769.0,09:35:00,20.1765447667087,4.197271773347324,10.926485397784491,11.538461538461538
4082.T,2025-10-27,1094.0,1594.0,1644.0,1470.0,09:50:00,45.703839122486286,3.136762860727729,10.583941605839415,34.36928702010969
6993.T,2025-11-13,43.0,44.0,48.0,43.0,09:30:00,2.3255813953488373,9.090909090909092,10.416666666666668,0.0
2438.T,2025-11-25,335.0,351.0,407.0,365.0,09:45:00,4.776119402985075,15.954415954415953,10.319410319410318,8.955223880597014
7018.T,2025-10-17,10540.0,10770.0,11540.0,10350.0,10:05:00,2.1821631878557874,7.149489322191272,10.311958405545928,-1.8026565464895636
155A.T,2025-10-09,993.0,1032.0,1135.0,1018.0,09:25:00,3.927492447129909,9.980620155038759,10.308370044052863,2.5176233635448138
3997.T,2025-09-04,332.0,367.0,379.0,340.5,09:10:00,10.542168674698797,3.2697547683923704,10.158311345646439,2.5602409638554215
6666.T,2025-09-12,427.43341064453125,463.0,512.0,460.0,09:15:00,8.320966136418189,10.583153347732182,10.15625,7.619102424951117
2743.T,2025-11-18,64.0,66.0,79.0,71.0,09:15:00,3.125,19.696969696969695,10.126582278481013,10.9375
2586.T,2025-11-19,120.0,130.0,139.0,125.0,09:10:00,8.333333333333332,6.923076923076923,10.071942446043165,4.166666666666666
6022.T,2025-10-31,4935.0,5270.0,5600.0,5040.0,09:10:00,6.788247213779129,6.261859582542694,10.0,2.127659574468085
4875.T,2025-11-05,200.0,259.0,261.0,235.0,09:30:00,29.5,0.7722007722007722,9.961685823754788,17.5
6814.T,2025-10-14,7210.0,7810.0,8110.0,7310.0,09:10:00,8.321775312066574,3.841229193341869,9.864364981504316,1.3869625520110958
7603.T,2025-10-15,194.0,205.0,215.0,194.0,09:05:00,5.670103092783505,4.878048780487805,9.767441860465116,0.0
2134.T,2025-11-28,30.0,31.0,41.0,37.0,10:15:00,3.3333333333333335,32.25806451612903,9.75609756097561,23.333333333333332
2385.T,2025-11-14,196.0,245.0,245.0,222.0,09:15:00,25.0,0.0,9.387755102040817,13.26530612244898
8894.T,2025-11-13,57.0,59.0,64.0,58.0,09:25:00,3.508771929824561,8.47457627118644,9.375,1.7543859649122806
2334.T,2025-12-02,431.0,471.0,480.0,436.0,09:20:00,9.280742459396752,1.910828025477707,9.166666666666666,1.160092807424594
290A.T,2025-10-24,934.0,971.0,1050.0,956.0,10:10:00,3.961456102783726,8.135942327497425,8.952380952380953,2.355460385438972
6433.T,2025-10-20,713.0,750.0,773.0,705.0,09:05:00,5.189340813464235,3.0666666666666664,8.796895213454075,-1.1220196353436185
2134.T,2025-11-04,40.0,41.0,46.0,42.0,10:50:00,2.5,12.195121951219512,8.695652173913043,5.0
3997.T,2025-09-12,302.5,323.5,330.0,301.5,09:45:00,6.9421487603305785,2.009273570324575,8.636363636363637,-0.3305785123966942
4882.T,2025-12-02,304.0,328.0,328.0,300.0,09:05:00,7.894736842105263,0.0,8.536585365853659,-1.3157894736842104
219A.T,2025-10-07,1928.0,2027.0,2125.0,1945.0,09:05:00,5.134854771784232,4.834731129748397,8.470588235294118,0.8817427385892116
5706.T,2025-10-07,13215.0,13900.0,14255.0,13075.0,09:05:00,5.183503594400303,2.553956834532374,8.277797264117853,-1.0594021944759744
153A.T,2025-11-28,1372.0,1449.0,1558.0,1430.0,09:15:00,5.612244897959184,7.522429261559696,8.21566110397946,4.227405247813411
3494.T,2025-09-04,496.8155822753906,548.0,548.0,504.0,09:10:00,10.302498462344376,0.0,8.02919708029197,1.446093476316725
6232.T,2025-10-07,1021.0,1047.0,1248.0,1149.0,09:35:00,2.546523016650343,19.197707736389685,7.9326923076923075,12.536728697355533
2334.T,2025-11-19,437.0,449.0,480.0,442.0,09:20:00,2.745995423340961,6.904231625835189,7.916666666666666,1.1441647597254003
265A.T,2025-11-13,1033.0,1060.0,1148.0,1058.0,09:05:00,2.6137463697967087,8.30188679245283,7.8397212543554,2.420135527589545
7711.T,2025-11-27,7040.0,8030.0,8080.0,7450.0,09:15:00,14.0625,0.62266500622665,7.797029702970297,5.823863636363636
4570.T,2025-11-06,553.0,580.0,605.0,558.0,09:05:00,4.882459312839059,4.310344827586207,7.768595041322314,0.9041591320072333
3110.T,2025-11-04,8750.0,9100.0,9340.0,8630.0,09:45:00,4.0,2.6373626373626373,7.601713062098502,-1.3714285714285714
5724.T,2025-10-09,1294.0,1358.0,1487.0,1375.0,10:25:00,4.945904173106646,9.499263622974963,7.531943510423672,6.2596599690881
7746.T,2025-11-20,324.0,346.0,359.0,332.0,09:05:00,6.790123456790123,3.7572254335260116,7.520891364902507,2.4691358024691357
4494.T,2025-09-18,778.0,924.0,928.0,859.0,09:05:00,18.76606683804627,0.4329004329004329,7.435344827586207,10.411311053984576
2134.T,2025-11-19,23.0,26.0,27.0,25.0,09:05:00,13.043478260869565,3.8461538461538463,7.4074074074074066,8.695652173913043
7003.T,2025-10-17,4590.0,4870.0,5290.0,4900.0,10:15:00,6.1002178649237475,8.624229979466119,7.372400756143667,6.753812636165578
3409.T,2025-12-03,125.0,131.0,136.0,126.0,09:30:00,4.8,3.816793893129771,7.352941176470589,0.8
2134.T,2025-10-20,36.0,37.0,41.0,38.0,09:30:00,2.7777777777777777,10.81081081081081,7.317073170731707,5.555555555555555
2743.T,2025-11-13,73.0,79.0,82.0,76.0,10:35:00,8.21917808219178,3.79746835443038,7.317073170731707,4.10958904109589
4777.T,2025-09-12,224.0,230.0,247.0,229.0,10:00:00,2.6785714285714284,7.391304347826087,7.28744939271255,2.232142857142857
7711.T,2025-09-26,4479.28857421875,4945.0,5170.0,4795.0,09:40:00,10.396995372473329,4.550050556117291,7.253384912959381,7.0482493045519945
319A.T,2025-11-28,10880.0,11320.0,11650.0,10810.0,10:15:00,4.044117647058823,2.9151943462897525,7.210300429184549,-0.6433823529411764
6613.T,2025-10-06,387.0,414.0,430.0,399.0,09:15:00,6.976744186046512,3.864734299516908,7.209302325581396,3.10077519379845
202A.T,2025-11-04,2320.0,2820.0,2820.0,2620.0,09:25:00,21.551724137931032,0.0,7.092198581560284,12.931034482758621
8746.T,2025-09-05,612.0,629.0,677.0,629.0,11:00:00,2.7777777777777777,7.631160572337042,7.0901033973412115,2.7777777777777777
1844.T,2025-10-17,773.0,810.0,820.0,762.0,09:05:00,4.786545924967658,1.2345679012345678,7.073170731707316,-1.423027166882277
4875.T,2025-11-19,218.0,230.0,241.0,224.0,09:55:00,5.5045871559633035,4.782608695652174,7.053941908713693,2.7522935779816518
218A.T,2025-09-08,2245.0,2425.0,2587.0,2405.0,09:25:00,8.017817371937639,6.68041237113402,7.035175879396985,7.126948775055679
4875.T,2025-11-11,218.0,256.0,257.0,239.0,09:05:00,17.431192660550458,0.390625,7.003891050583658,9.63302752293578
8746.T,2025-09-04,609.0,630.0,658.0,612.0,09:40:00,3.4482758620689653,4.444444444444445,6.990881458966565,0.49261083743842365
4875.T,2025-11-12,237.0,254.0,258.0,240.0,09:05:00,7.172995780590717,1.574803149606299,6.976744186046512,1.2658227848101267
7014.T,2025-09-18,3002.208984375,3085.0,3245.0,3020.0,10:00:00,2.7576699708743106,5.186385737439222,6.933744221879815,0.5925975079547546
4579.T,2025-11-25,650.0,725.0,738.0,687.0,09:15:00,11.538461538461538,1.7931034482758619,6.910569105691057,5.6923076923076925
3110.T,2025-11-25,14330.0,14900.0,15200.0,14160.0,09:05:00,3.9776692254012564,2.013422818791946,6.842105263157896,-1.1863224005582695
2134.T,2025-10-21,38.0,41.0,44.0,41.0,09:30:00,7.894736842105263,7.317073170731707,6.8181818181818175,7.894736842105263
4777.T,2025-10-24,233.0,238.0,251.0,234.0,09:25:00,2.1459227467811157,5.46218487394958,6.772908366533864,0.4291845493562232
2334.T,2025-12-03,433.0,451.0,488.0,455.0,09:15:00,4.157043879907621,8.2039911308204,6.762295081967213,5.080831408775981
3350.T,2025-11-28,390.0,414.0,432.0,403.0,09:05:00,6.153846153846154,4.3478260869565215,6.712962962962964,3.3333333333333335
2743.T,2025-11-25,72.0,75.0,76.0,71.0,09:00:00,4.166666666666666,1.3333333333333335,6.578947368421052,-1.3888888888888888
3914.T,2025-10-31,3595.0,3725.0,4290.0,4010.0,10:00:00,3.616133518776078,15.167785234899329,6.526806526806526,11.543810848400557
8105.T,2025-11-04,660.0,699.0,707.0,661.0,09:30:00,5.909090909090909,1.144492131616595,6.506364922206506,0.15151515151515152
9552.T,2025-10-31,1117.0,1267.0,1353.0,1266.0,10:05:00,13.428827215756492,6.787687450670877,6.430155210643015,13.339301700984782
218A.T,2025-12-01,1398.0,1435.0,1544.0,1445.0,09:35:00,2.6466380543633763,7.595818815331011,6.411917098445596,3.3619456366237483
7018.T,2025-11-10,15250.0,15880.0,17350.0,16250.0,09:35:00,4.131147540983607,9.256926952141058,6.340057636887608,6.557377049180328
218A.T,2025-09-22,2635.0,2819.0,2868.0,2689.0,09:10:00,6.9829222011385195,1.7382050372472508,6.241283124128313,2.049335863377609
5985.T,2025-10-06,1056.0,1095.0,1139.0,1068.0,09:10:00,3.6931818181818183,4.018264840182648,6.2335381913959615,1.1363636363636365
4570.T,2025-11-20,1301.0,1551.0,1601.0,1502.0,09:35:00,19.21598770176787,3.2237266279819474,6.183635227982511,15.449654112221367
2586.T,2025-09-05,253.0,263.0,275.0,258.0,11:00:00,3.9525691699604746,4.562737642585551,6.181818181818182,1.9762845849802373
5071.T,2025-09-17,1403.0,1508.0,1510.0,1417.0,09:10:00,7.483962936564505,0.1326259946949602,6.158940397350993,0.9978617248752674
2334.T,2025-09-18,635.0,672.0,690.0,648.0,09:05:00,5.826771653543307,2.6785714285714284,6.086956521739131,2.047244094488189
9561.T,2025-09-22,596.0,646.0,646.0,607.0,09:10:00,8.389261744966444,0.0,6.037151702786378,1.8456375838926176
202A.T,2025-11-13,2824.0,3160.0,3325.0,3125.0,09:40:00,11.89801699716714,5.2215189873417724,6.015037593984962,10.658640226628895
7729.T,2025-11-25,10295.0,10895.0,10905.0,10250.0,09:05:00,5.828071879553181,0.09178522257916476,6.006419073819349,-0.4371053909664886
7711.T,2025-11-19,6110.0,6420.0,6540.0,6150.0,09:05:00,5.073649754500818,1.8691588785046727,5.963302752293578,0.6546644844517185
7983.T,2025-11-04,1485.0,1515.0,1580.0,1486.0,09:20:00,2.0202020202020203,4.29042904290429,5.949367088607595,0.06734006734006734
8105.T,2025-10-02,615.0,640.0,657.0,618.0,10:35:00,4.0650406504065035,2.65625,5.93607305936073,0.4878048780487805
3350.T,2025-10-02,516.0,560.0,615.0,579.0,09:15:00,8.527131782945736,9.821428571428571,5.853658536585367,12.209302325581394
8105.T,2025-09-16,633.0,669.0,690.0,650.0,10:45:00,5.687203791469194,3.1390134529147984,5.797101449275362,2.6856240126382307
6927.T,2025-11-07,886.0,1010.0,1017.0,959.0,09:25:00,13.99548532731377,0.6930693069306931,5.703048180924287,8.239277652370202
8105.T,2025-11-27,413.0,436.0,439.0,414.0,09:05:00,5.569007263922518,0.6880733944954129,5.694760820045558,0.24213075060532688
4259.T,2025-11-20,684.0,710.0,711.0,671.0,09:05:00,3.8011695906432745,0.14084507042253522,5.625879043600563,-1.9005847953216373
6433.T,2025-10-16,561.0,621.0,661.0,624.0,09:40:00,10.695187165775401,6.44122383252818,5.597579425113464,11.229946524064172
5994.T,2025-09-05,1048.7486572265625,1237.0,1294.0,1222.0,09:15:00,17.950091423360874,4.607922392886015,5.564142194744977,16.5198154562223
9501.T,2025-11-19,880.5999755859375,917.2000122070312,925.5999755859375,874.0999755859375,09:05:00,4.1562613713156935,0.9158267844647828,5.563958660154316,-0.7381331115385281
4875.T,2025-11-13,240.0,250.0,254.0,240.0,09:05:00,4.166666666666666,1.6,5.511811023622047,0.0
5994.T,2025-09-18,1393.039794921875,1479.0,1493.0,1411.0,09:05:00,6.170692710393522,0.9465855307640297,5.492297387809779,1.2892815512949687
4477.T,2025-11-07,324.0,356.0,383.0,362.0,09:50:00,9.876543209876543,7.584269662921349,5.483028720626632,11.728395061728394
6862.T,2025-11-13,1001.0,1084.0,1104.0,1044.0,09:15:00,8.291708291708291,1.8450184501845017,5.434782608695652,4.295704295704296
