model,n,days,pf,win,sum,avg,dd,worst,cvar05,variant,entry,long_exit,short_entry,short_exit,type
action_noru_top1_day: L 09:20->10:45,29,29,3.6750861449562824,62.06896551724138,206516.650390625,7121.263806573276,-49533.349609375,-42300.0,-27275.0,action_noru_top1_day,09:20,10:45,-,-,long_only
action_noru_top1_day: L 09:20->10:45 / S 10:45->13:30,29,29,1.7551902859770705,51.724137931034484,110333.30078125,3804.596578663793,-96383.349609375,-43900.0,-43100.0,action_noru_top1_day,09:20,10:45,10:45,13:30,long_short
action_noru_top1_day: L 09:20->10:45 / S 10:45->14:00,29,29,2.6785855438592034,58.620689655172406,206549.951171875,7122.412109375,-76466.69921875,-39100.0,-35550.0,action_noru_top1_day,09:20,10:45,10:45,14:00,long_short
action_noru_top1_day: L 09:20->10:45 / S 10:45->14:30,28,28,2.1699485862281183,57.14285714285714,160399.951171875,5728.569684709822,-85966.69921875,-35900.0,-35350.0,action_noru_top1_day,09:20,10:45,10:45,14:30,long_short
action_noru_top1_day: L 09:20->10:45 / S 10:45->15:00,28,28,2.5856753016364644,64.28571428571429,214383.30078125,7656.546456473215,-79650.048828125,-40200.0,-38050.0,action_noru_top1_day,09:20,10:45,10:45,15:00,long_short
action_noru_top1_day: L 09:20->10:45 / S 10:45->15:25,1,1,inf,100.0,3600.0,3600.0,0.0,3600.0,3600.0,action_noru_top1_day,09:20,10:45,10:45,15:25,long_short
action_noru_top1_day: L 09:20->11:00,29,29,3.383264231608335,65.51724137931035,212666.650390625,7333.332772090517,-55583.349609375,-48200.0,-32475.0,action_noru_top1_day,09:20,11:00,-,-,long_only
action_noru_top1_day: L 09:20->11:00 / S 11:00->13:30,29,29,1.8889688827442281,55.172413793103445,122633.30078125,4228.734509698276,-96066.69921875,-55700.0,-46500.0,action_noru_top1_day,09:20,11:00,11:00,13:30,long_short
action_noru_top1_day: L 09:20->11:00 / S 11:00->14:00,29,29,2.947063622525578,65.51724137931035,218849.951171875,7546.550040409483,-72400.0,-50900.0,-38950.0,action_noru_top1_day,09:20,11:00,11:00,14:00,long_short
action_noru_top1_day: L 09:20->11:00 / S 11:00->14:30,28,28,2.419380709868689,60.71428571428571,174299.951171875,6224.998256138393,-82300.0,-46600.0,-38750.0,action_noru_top1_day,09:20,11:00,11:00,14:30,long_short
action_noru_top1_day: L 09:20->11:00 / S 11:00->15:00,28,28,2.7614452220775463,67.85714285714286,228283.30078125,8152.975027901785,-75983.349609375,-47700.0,-41450.0,action_noru_top1_day,09:20,11:00,11:00,15:00,long_short
action_noru_top1_day: L 09:20->11:00 / S 11:00->15:25,1,1,inf,100.0,4800.0,4800.0,0.0,4800.0,4800.0,action_noru_top1_day,09:20,11:00,11:00,15:25,long_short
action_noru_top1_day: L 09:25->10:00,30,30,3.9384665975765305,60.0,158383.349609375,5279.444986979167,-31416.650390625,-23600.0,-16100.0,action_noru_top1_day,09:25,10:00,-,-,long_only
action_noru_top1_day: L 09:25->10:00 / S 10:00->13:30,30,30,1.242292679153586,43.333333333333336,50166.69921875,1672.2233072916667,-82083.30078125,-51900.0,-39650.0,action_noru_top1_day,09:25,10:00,10:00,13:30,long_short
action_noru_top1_day: L 09:25->10:00 / S 10:00->14:00,30,30,1.7236437104484212,43.333333333333336,132933.349609375,4431.111653645833,-68000.0,-41600.0,-34700.0,action_noru_top1_day,09:25,10:00,10:00,14:00,long_short
action_noru_top1_day: L 09:25->10:00 / S 10:00->14:30,29,29,1.456109065692848,41.37931034482759,89283.349609375,3078.736193426724,-83766.650390625,-45500.0,-36100.0,action_noru_top1_day,09:25,10:00,10:00,14:30,long_short
action_noru_top1_day: L 09:25->10:00 / S 10:00->15:00,29,29,1.7623898678414096,48.275862068965516,138450.0,4774.137931034483,-79700.0,-49800.0,-36000.0,action_noru_top1_day,09:25,10:00,10:00,15:00,long_short
action_noru_top1_day: L 09:25->10:00 / S 10:00->15:25,1,1,inf,100.0,500.0,500.0,0.0,500.0,500.0,action_noru_top1_day,09:25,10:00,10:00,15:25,long_short
action_noru_top1_day: L 09:25->10:15,30,30,4.192298905685921,60.0,221066.69921875,7368.889973958333,-42500.0,-35100.0,-22300.0,action_noru_top1_day,09:25,10:15,-,-,long_only
action_noru_top1_day: L 09:25->10:15 / S 10:15->13:30,30,30,1.9038794976184346,56.666666666666664,175533.3984375,5851.11328125,-86116.6015625,-48900.0,-39400.0,action_noru_top1_day,09:25,10:15,10:15,13:30,long_short
action_noru_top1_day: L 09:25->10:15 / S 10:15->14:00,30,30,2.4060971629184813,56.666666666666664,258300.048828125,8610.001627604166,-77200.0,-38600.0,-31850.0,action_noru_top1_day,09:25,10:15,10:15,14:00,long_short
action_noru_top1_day: L 09:25->10:15 / S 10:15->14:30,29,29,2.2063624188587547,58.620689655172406,221850.048828125,7650.001683728448,-82999.951171875,-42500.0,-32700.0,action_noru_top1_day,09:25,10:15,10:15,14:30,long_short
action_noru_top1_day: L 09:25->10:15 / S 10:15->15:00,29,29,2.532899882458993,51.724137931034484,271016.69921875,9345.403421336207,-81400.0,-46800.0,-34350.0,action_noru_top1_day,09:25,10:15,10:15,15:00,long_short
action_noru_top1_day: L 09:25->10:15 / S 10:15->15:25,1,1,inf,100.0,3300.0,3300.0,0.0,3300.0,3300.0,action_noru_top1_day,09:25,10:15,10:15,15:25,long_short
action_noru_top1_day: L 09:25->10:30,30,30,3.040807106316726,66.66666666666666,143366.69921875,4778.889973958333,-47700.0,-39900.0,-24800.0,action_noru_top1_day,09:25,10:30,-,-,long_only
action_noru_top1_day: L 09:25->10:30 / S 10:30->13:30,30,30,1.1067518474946978,60.0,20133.3984375,671.11328125,-90600.0,-45900.0,-42700.0,action_noru_top1_day,09:25,10:30,10:30,13:30,long_short
action_noru_top1_day: L 09:25->10:30 / S 10:30->14:00,30,30,1.5944543548707395,56.666666666666664,102900.048828125,3430.0016276041665,-82000.0,-35600.0,-35150.0,action_noru_top1_day,09:25,10:30,10:30,14:00,long_short
action_noru_top1_day: L 09:25->10:30 / S 10:30->14:30,29,29,1.4311431361607143,62.06896551724138,75450.048828125,2601.725821659483,-82900.0,-39500.0,-34950.0,action_noru_top1_day,09:25,10:30,10:30,14:30,long_short
action_noru_top1_day: L 09:25->10:30 / S 10:30->15:00,29,29,1.7334708606165392,58.620689655172406,124616.69921875,4297.127559267241,-86200.0,-43800.0,-37650.0,action_noru_top1_day,09:25,10:30,10:30,15:00,long_short
action_noru_top1_day: L 09:25->10:30 / S 10:30->15:25,1,1,inf,100.0,5700.0,5700.0,0.0,5700.0,5700.0,action_noru_top1_day,09:25,10:30,10:30,15:25,long_short
action_noru_top1_day: L 09:25->10:45,30,30,2.679525222551929,60.0,141500.0,4716.666666666667,-56100.0,-41900.0,-28150.0,action_noru_top1_day,09:25,10:45,-,-,long_only
action_noru_top1_day: L 09:25->10:45 / S 10:45->13:30,30,30,1.083951881238802,53.333333333333336,16400.0,546.6666666666666,-114850.0,-43700.0,-43600.0,action_noru_top1_day,09:25,10:45,10:45,13:30,long_short
action_noru_top1_day: L 09:25->10:45 / S 10:45->14:00,30,30,1.56877918205119,56.666666666666664,99166.650390625,3305.5550130208335,-100433.349609375,-38700.0,-36050.0,action_noru_top1_day,09:25,10:45,10:45,14:00,long_short
action_noru_top1_day: L 09:25->10:45 / S 10:45->14:30,29,29,1.3068283039925876,51.724137931034484,56916.650390625,1962.6431169181035,-109933.349609375,-37300.0,-35850.0,action_noru_top1_day,09:25,10:45,10:45,14:30,long_short
action_noru_top1_day: L 09:25->10:45 / S 10:45->15:00,29,29,1.6102001770563705,58.620689655172406,106083.30078125,3658.044854525862,-103916.69921875,-41600.0,-38550.0,action_noru_top1_day,09:25,10:45,10:45,15:00,long_short
action_noru_top1_day: L 09:25->10:45 / S 10:45->15:25,1,1,inf,100.0,4500.0,4500.0,0.0,4500.0,4500.0,action_noru_top1_day,09:25,10:45,10:45,15:25,long_short
action_noru_top1_day: L 09:25->11:00,30,30,2.699047788149351,70.0,163533.349609375,5451.111653645833,-57200.0,-47800.0,-31000.0,action_noru_top1_day,09:25,11:00,-,-,long_only
action_noru_top1_day: L 09:25->11:00 / S 11:00->13:30,30,30,1.3822168092209228,56.666666666666664,60466.69921875,2015.556640625,-110383.30078125,-55300.0,-47000.0,action_noru_top1_day,09:25,11:00,11:00,13:30,long_short
action_noru_top1_day: L 09:25->11:00 / S 11:00->14:00,30,30,1.957122282722185,53.333333333333336,143233.349609375,4774.444986979167,-95966.650390625,-50500.0,-39450.0,action_noru_top1_day,09:25,11:00,11:00,14:00,long_short
action_noru_top1_day: L 09:25->11:00 / S 11:00->14:30,29,29,1.6172283369998495,58.620689655172406,102583.349609375,3537.3568830818967,-105866.650390625,-46200.0,-39250.0,action_noru_top1_day,09:25,11:00,11:00,14:30,long_short
action_noru_top1_day: L 09:25->11:00 / S 11:00->15:00,29,29,1.8850976961213182,58.620689655172406,151750.0,5232.758620689655,-99850.0,-47300.0,-41950.0,action_noru_top1_day,09:25,11:00,11:00,15:00,long_short
action_noru_top1_day: L 09:25->11:00 / S 11:00->15:25,1,1,inf,100.0,5700.0,5700.0,0.0,5700.0,5700.0,action_noru_top1_day,09:25,11:00,11:00,15:25,long_short
action_noru_top1_day: L 09:30->10:00,29,29,2.9173947577442414,48.275862068965516,120700.0,4162.068965517241,-36200.0,-13000.0,-11100.0,action_noru_top1_day,09:30,10:00,-,-,long_only
action_noru_top1_day: L 09:30->10:00 / S 10:00->13:30,29,29,1.0509905582895303,41.37931034482759,11883.349609375,409.7706761853448,-91266.650390625,-51600.0,-41950.0,action_noru_top1_day,09:30,10:00,10:00,13:30,long_short
action_noru_top1_day: L 09:30->10:00 / S 10:00->14:00,29,29,1.443374060150376,44.827586206896555,94350.0,3253.448275862069,-71750.0,-41300.0,-36300.0,action_noru_top1_day,09:30,10:00,10:00,14:00,long_short
action_noru_top1_day: L 09:30->10:00 / S 10:00->14:30,28,28,1.224721554924656,39.285714285714285,51450.0,1837.5,-93900.0,-45200.0,-36300.0,action_noru_top1_day,09:30,10:00,10:00,14:30,long_short
action_noru_top1_day: L 09:30->10:00 / S 10:00->15:00,28,28,1.489453459030662,42.857142857142854,100166.650390625,3577.38037109375,-86333.349609375,-49500.0,-37600.0,action_noru_top1_day,09:30,10:00,10:00,15:00,long_short
action_noru_top1_day: L 09:30->10:00 / S 10:00->15:25,1,1,inf,100.0,1700.0,1700.0,0.0,1700.0,1700.0,action_noru_top1_day,09:30,10:00,10:00,15:25,long_short
action_noru_top1_day: L 09:30->10:15,29,29,3.344037888367052,55.172413793103445,182483.349609375,6292.529296875,-43416.650390625,-20700.0,-17300.0,action_noru_top1_day,09:30,10:15,-,-,long_only
action_noru_top1_day: L 09:30->10:15 / S 10:15->13:30,29,29,1.6660931833200148,44.827586206896555,135450.048828125,4670.691338900862,-91399.951171875,-48600.0,-42850.0,action_noru_top1_day,09:30,10:15,10:15,13:30,long_short
action_noru_top1_day: L 09:30->10:15 / S 10:15->14:00,29,29,2.1536087835825835,44.827586206896555,217916.69921875,7514.368938577586,-78383.30078125,-38300.0,-35250.0,action_noru_top1_day,09:30,10:15,10:15,14:00,long_short
action_noru_top1_day: L 09:30->10:15 / S 10:15->14:30,28,28,1.924254117264773,46.42857142857143,182216.69921875,6507.7392578125,-89583.30078125,-42200.0,-36200.0,action_noru_top1_day,09:30,10:15,10:15,14:30,long_short
action_noru_top1_day: L 09:30->10:15 / S 10:15->15:00,28,28,2.2571222079987754,50.0,230933.349609375,8247.61962890625,-83466.650390625,-46500.0,-33150.0,action_noru_top1_day,09:30,10:15,10:15,15:00,long_short
action_noru_top1_day: L 09:30->10:15 / S 10:15->15:25,1,1,inf,100.0,4500.0,4500.0,0.0,4500.0,4500.0,action_noru_top1_day,09:30,10:15,10:15,15:25,long_short
action_noru_top1_day: L 09:30->10:30,29,29,2.322695239166145,48.275862068965516,105683.349609375,3644.2534348060344,-41316.650390625,-25500.0,-19800.0,action_noru_top1_day,09:30,10:30,-,-,long_only
action_noru_top1_day: L 09:30->10:30 / S 10:30->13:30,29,29,0.9086335204033475,48.275862068965516,-18149.951171875,-625.860385237069,-82499.951171875,-45600.0,-38550.0,action_noru_top1_day,09:30,10:30,10:30,13:30,long_short
action_noru_top1_day: L 09:30->10:30 / S 10:30->14:00,29,29,1.352034478482485,48.275862068965516,64316.69921875,2217.8172144396553,-73800.0,-35300.0,-30950.0,action_noru_top1_day,09:30,10:30,10:30,14:00,long_short
action_noru_top1_day: L 09:30->10:30 / S 10:30->14:30,28,28,1.2038293103156326,46.42857142857143,37616.69921875,1343.4535435267858,-79983.30078125,-39200.0,-31900.0,action_noru_top1_day,09:30,10:30,10:30,14:30,long_short
action_noru_top1_day: L 09:30->10:30 / S 10:30->15:00,28,28,1.506651112731074,50.0,86333.349609375,3083.333914620536,-78000.0,-43500.0,-33150.0,action_noru_top1_day,09:30,10:30,10:30,15:00,long_short
action_noru_top1_day: L 09:30->10:30 / S 10:30->15:25,1,1,inf,100.0,6900.0,6900.0,0.0,6900.0,6900.0,action_noru_top1_day,09:30,10:30,10:30,15:25,long_short
action_noru_top1_day: L 09:30->10:45,29,29,2.086536602323591,51.724137931034484,103166.650390625,3557.470703125,-60283.349609375,-27500.0,-23150.0,action_noru_top1_day,09:30,10:45,-,-,long_only
action_noru_top1_day: L 09:30->10:45 / S 10:45->13:30,29,29,0.8882730139307229,51.724137931034484,-23183.349609375,-799.4258485991379,-118333.349609375,-43400.0,-36250.0,action_noru_top1_day,09:30,10:45,10:45,13:30,long_short
action_noru_top1_day: L 09:30->10:45 / S 10:45->14:00,29,29,1.3168535584246392,55.172413793103445,59283.30078125,2044.2517510775863,-103916.69921875,-33100.0,-31650.0,action_noru_top1_day,09:30,10:45,10:45,14:00,long_short
action_noru_top1_day: L 09:30->10:45 / S 10:45->14:30,28,28,1.0876672456556569,50.0,17783.30078125,635.1178850446429,-114116.69921875,-37000.0,-33150.0,action_noru_top1_day,09:30,10:45,10:45,14:30,long_short
action_noru_top1_day: L 09:30->10:45 / S 10:45->15:00,28,28,1.3670988196073697,46.42857142857143,66499.951171875,2374.9982561383927,-107800.048828125,-41300.0,-35450.0,action_noru_top1_day,09:30,10:45,10:45,15:00,long_short
action_noru_top1_day: L 09:30->10:45 / S 10:45->15:25,1,1,inf,100.0,5700.0,5700.0,0.0,5700.0,5700.0,action_noru_top1_day,09:30,10:45,10:45,15:25,long_short
action_noru_top1_day: L 09:30->11:00,29,29,2.2200678623364034,62.06896551724138,125850.0,4339.6551724137935,-62750.0,-33400.0,-26000.0,action_noru_top1_day,09:30,11:00,-,-,long_only
action_noru_top1_day: L 09:30->11:00 / S 11:00->13:30,29,29,1.130298676119677,48.275862068965516,22183.349609375,764.9430899784483,-113866.650390625,-40900.0,-39650.0,action_noru_top1_day,09:30,11:00,11:00,13:30,long_short
action_noru_top1_day: L 09:30->11:00 / S 11:00->14:00,29,29,1.6536539662710805,58.620689655172406,104650.0,3608.6206896551726,-99450.0,-36100.0,-32950.0,action_noru_top1_day,09:30,11:00,11:00,14:00,long_short
action_noru_top1_day: L 09:30->11:00 / S 11:00->14:30,28,28,1.3696831287467885,53.57142857142857,64750.0,2312.5,-110250.0,-32000.0,-31900.0,action_noru_top1_day,09:30,11:00,11:00,14:30,long_short
action_noru_top1_day: L 09:30->11:00 / S 11:00->15:00,28,28,1.6625789803832116,50.0,113466.650390625,4052.38037109375,-104133.349609375,-36300.0,-34600.0,action_noru_top1_day,09:30,11:00,11:00,15:00,long_short
action_noru_top1_day: L 09:30->11:00 / S 11:00->15:25,1,1,inf,100.0,6900.0,6900.0,0.0,6900.0,6900.0,action_noru_top1_day,09:30,11:00,11:00,15:25,long_short
