model,n,days,pf,win,sum,avg,dd,worst,cvar05,variant,entry,long_exit,short_entry,short_exit,type
avoid_overheat_noru: L 09:25->10:00 / S 10:00->14:00,86,39,0.9174047423919997,52.32558139534884,-41966.650390625,-487.9843068677326,-218700.0,-120000.0,-58350.0,avoid_overheat_noru,09:25,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:25->10:00 / S 10:00->14:30,86,39,0.814887627707682,50.0,-103616.650390625,-1204.8447719840117,-208350.0,-115000.0,-61280.0,avoid_overheat_noru,09:25,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:25->10:00 / S 10:00->15:00,86,39,0.970072100626228,55.81395348837209,-15233.30078125,-177.13140443313952,-169200.0,-97000.0,-56560.0,avoid_overheat_noru,09:25,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:25->10:00 / S 10:00->15:25,3,3,0.03322259136212625,33.33333333333333,-14550.0,-4850.0,-15050.0,-8100.0,-8100.0,avoid_overheat_noru,09:25,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:25->10:15,86,39,2.106837954616275,59.30232558139535,155400.048828125,1806.9773119549418,-31000.0,-17250.0,-12610.0,avoid_overheat_noru,09:25,10:15,-,-,long_only
avoid_overheat_noru: L 09:25->10:15 / S 10:15->13:30,86,39,1.039000259830065,56.97674418604651,14716.748046875,171.12497728924419,-134200.0,-101000.0,-46720.0,avoid_overheat_noru,09:25,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:25->10:15 / S 10:15->14:00,86,39,1.1783770392922794,56.97674418604651,65500.048828125,761.6284747456396,-122700.0,-96000.0,-42310.0,avoid_overheat_noru,09:25,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:25->10:15 / S 10:15->14:30,86,39,1.0093629592123663,56.97674418604651,3850.048828125,44.76800962936046,-112350.0,-91000.0,-46540.0,avoid_overheat_noru,09:25,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:25->10:15 / S 10:15->15:00,86,39,1.2431994685234014,56.97674418604651,92233.3984375,1072.4813771802326,-83400.0,-73000.0,-42100.0,avoid_overheat_noru,09:25,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:25->10:15 / S 10:15->15:25,3,3,0.2548262548262548,33.33333333333333,-9650.0,-3216.6666666666665,-12950.0,-6850.0,-6850.0,avoid_overheat_noru,09:25,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:25->10:30,86,39,2.140305993786314,55.81395348837209,176633.3984375,2053.876726017442,-28650.0,-21000.0,-12580.0,avoid_overheat_noru,09:25,10:30,-,-,long_only
avoid_overheat_noru: L 09:25->10:30 / S 10:30->13:30,86,39,1.1705441314214882,53.48837209302325,57183.447265625,664.9238054142442,-119300.0,-45900.0,-29780.0,avoid_overheat_noru,09:25,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:25->10:30 / S 10:30->14:00,86,39,1.3298205225198565,54.65116279069767,107966.748046875,1255.4273028706396,-100400.0,-35600.0,-26450.0,avoid_overheat_noru,09:25,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:25->10:30 / S 10:30->14:30,86,39,1.1260148226006665,52.32558139534884,46316.748046875,538.5668377543604,-93450.0,-40000.0,-32380.0,avoid_overheat_noru,09:25,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:25->10:30 / S 10:30->15:00,86,39,1.4097341373574144,60.46511627906976,134700.09765625,1566.2802053052326,-72300.0,-43800.0,-32680.0,avoid_overheat_noru,09:25,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:25->10:30 / S 10:30->15:25,3,3,0.3838383838383838,33.33333333333333,-9150.0,-3050.0,-14850.0,-9300.0,-9300.0,avoid_overheat_noru,09:25,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:25->10:45,86,39,1.9069907723194195,55.81395348837209,201533.349609375,2343.4110419694766,-63966.650390625,-21000.0,-17560.0,avoid_overheat_noru,09:25,10:45,-,-,long_only
avoid_overheat_noru: L 09:25->10:45 / S 10:45->13:30,86,39,1.3287748912396282,52.32558139534884,106983.349609375,1243.992437318314,-81166.650390625,-43700.0,-27060.0,avoid_overheat_noru,09:25,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:25->10:45 / S 10:45->14:00,86,39,1.5019619802437958,53.48837209302325,157766.650390625,1834.4959347747092,-75200.0,-33400.0,-24090.0,avoid_overheat_noru,09:25,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:25->10:45 / S 10:45->14:30,86,39,1.2576853897871985,53.48837209302325,96116.650390625,1117.6354696584303,-108600.0,-40000.0,-29620.0,avoid_overheat_noru,09:25,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:25->10:45 / S 10:45->15:00,86,39,1.5275196568977842,54.65116279069767,184500.0,2145.3488372093025,-76933.30078125,-41600.0,-29080.0,avoid_overheat_noru,09:25,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:25->10:45 / S 10:45->15:25,3,3,0.5806451612903226,33.33333333333333,-3250.0,-1083.3333333333333,-7750.0,-6500.0,-6500.0,avoid_overheat_noru,09:25,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:25->11:00,86,39,1.8203021235339816,62.7906976744186,204583.349609375,2378.8761582485463,-90616.650390625,-29300.0,-24390.0,avoid_overheat_noru,09:25,11:00,-,-,long_only
avoid_overheat_noru: L 09:25->11:00 / S 11:00->13:30,86,39,1.371434881292084,53.48837209302325,113083.349609375,1314.9226698764535,-105666.650390625,-38700.0,-28460.0,avoid_overheat_noru,09:25,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:25->11:00 / S 11:00->14:00,86,39,1.5909363519315722,56.97674418604651,163866.650390625,1905.4261673328488,-82516.69921875,-37750.0,-24640.0,avoid_overheat_noru,09:25,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:25->11:00 / S 11:00->14:30,86,39,1.3076961179729831,59.30232558139535,102216.650390625,1188.5657022165697,-122366.69921875,-51500.0,-29700.0,avoid_overheat_noru,09:25,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:25->11:00 / S 11:00->15:00,86,39,1.607199745141765,63.95348837209303,190600.0,2216.279069767442,-97900.0,-52500.0,-32460.0,avoid_overheat_noru,09:25,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:25->11:00 / S 11:00->15:25,3,3,0.991304347826087,33.33333333333333,-50.0,-16.666666666666668,-5750.0,-5700.0,-5700.0,avoid_overheat_noru,09:25,11:00,11:00,15:25,long_short
avoid_overheat_noru: L 09:30->10:00,90,39,0.8889940851909887,52.22222222222223,-23466.650390625,-260.7405598958333,-111916.650390625,-30000.0,-21750.0,avoid_overheat_noru,09:30,10:00,-,-,long_only
avoid_overheat_noru: L 09:30->10:00 / S 10:00->13:30,90,39,0.5865484714905632,44.44444444444444,-272733.30078125,-3030.3700086805557,-364033.30078125,-128000.0,-62240.0,avoid_overheat_noru,09:30,10:00,10:00,13:30,long_short
avoid_overheat_noru: L 09:30->10:00 / S 10:00->14:00,90,39,0.6473086724843617,45.55555555555556,-228350.0,-2537.222222222222,-330350.0,-123000.0,-57430.0,avoid_overheat_noru,09:30,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:30->10:00 / S 10:00->14:30,90,39,0.5831048910691098,44.44444444444444,-288950.0,-3210.5555555555557,-367350.0,-118000.0,-60360.0,avoid_overheat_noru,09:30,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:30->10:00 / S 10:00->15:00,90,39,0.6939193580750977,48.888888888888886,-191866.650390625,-2131.8516710069443,-282416.650390625,-100000.0,-56500.0,avoid_overheat_noru,09:30,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:30->10:00 / S 10:00->15:25,3,3,0.1111111111111111,33.33333333333333,-13600.0,-4533.333333333333,-15300.0,-9000.0,-9000.0,avoid_overheat_noru,09:30,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:30->10:15,90,39,1.1233903041276583,52.22222222222223,26666.69921875,296.2966579861111,-103783.30078125,-35000.0,-21570.0,avoid_overheat_noru,09:30,10:15,-,-,long_only
avoid_overheat_noru: L 09:30->10:15 / S 10:15->13:30,90,39,0.6627889303695376,48.888888888888886,-172466.6015625,-1916.2955729166667,-256466.6015625,-104000.0,-51000.0,avoid_overheat_noru,09:30,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:30->10:15 / S 10:15->14:00,90,39,0.7485357793634043,48.888888888888886,-128083.30078125,-1423.1477864583333,-222783.30078125,-99000.0,-46600.0,avoid_overheat_noru,09:30,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:30->10:15 / S 10:15->14:30,90,39,0.6610682579823064,50.0,-188683.30078125,-2096.4811197916665,-259783.30078125,-94000.0,-50620.0,avoid_overheat_noru,09:30,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:30->10:15 / S 10:15->15:00,90,39,0.8214773900372734,54.44444444444444,-91599.951171875,-1017.7772352430555,-173849.951171875,-76000.0,-47520.0,avoid_overheat_noru,09:30,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:30->10:15 / S 10:15->15:25,3,3,0.3409090909090909,33.33333333333333,-8700.0,-2900.0,-13200.0,-7000.0,-7000.0,avoid_overheat_noru,09:30,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:30->10:30,90,39,1.2518774890715512,51.11111111111111,58700.048828125,652.2227647569445,-83949.951171875,-31000.0,-20240.0,avoid_overheat_noru,09:30,10:30,-,-,long_only
avoid_overheat_noru: L 09:30->10:30 / S 10:30->13:30,90,39,0.7495959751819127,40.0,-108399.90234375,-1204.443359375,-176000.0,-45600.0,-35640.0,avoid_overheat_noru,09:30,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:30->10:30 / S 10:30->14:00,90,39,0.8517104434503128,47.77777777777778,-64016.6015625,-711.2955729166666,-155300.0,-41600.0,-32550.0,avoid_overheat_noru,09:30,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:30->10:30 / S 10:30->14:30,90,39,0.7347454202586207,46.666666666666664,-124616.6015625,-1384.62890625,-175816.6015625,-46000.0,-39260.0,avoid_overheat_noru,09:30,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:30->10:30 / S 10:30->15:00,90,39,0.933694757487959,52.22222222222223,-27533.251953125,-305.9250217013889,-112800.0,-47000.0,-40020.0,avoid_overheat_noru,09:30,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:30->10:30 / S 10:30->15:25,3,3,0.45695364238410596,33.33333333333333,-8200.0,-2733.3333333333335,-15100.0,-10200.0,-10200.0,avoid_overheat_noru,09:30,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:30->10:45,90,39,1.301849064380108,53.333333333333336,93050.0,1033.888888888889,-144600.0,-46000.0,-25040.0,avoid_overheat_noru,09:30,10:45,-,-,long_only
avoid_overheat_noru: L 09:30->10:45 / S 10:45->13:30,90,39,0.9086411230008055,47.77777777777778,-39700.0,-441.1111111111111,-153250.0,-47000.0,-36400.0,avoid_overheat_noru,09:30,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:30->10:45 / S 10:45->14:00,90,39,1.0109769149917966,46.666666666666664,4683.30078125,52.03667534722222,-126566.69921875,-47000.0,-34490.0,avoid_overheat_noru,09:30,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:30->10:45 / S 10:45->14:30,90,39,0.885228449879413,47.77777777777778,-55916.69921875,-621.2966579861111,-178066.69921875,-47000.0,-39120.0,avoid_overheat_noru,09:30,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:30->10:45 / S 10:45->15:00,90,39,1.089366439575871,51.11111111111111,41166.650390625,457.4072265625,-135083.349609375,-53000.0,-40340.0,avoid_overheat_noru,09:30,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:30->10:45 / S 10:45->15:25,3,3,0.7125,33.33333333333333,-2300.0,-766.6666666666666,-8000.0,-7400.0,-7400.0,avoid_overheat_noru,09:30,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:30->11:00,90,39,1.3104114065052725,57.77777777777777,104500.0,1161.111111111111,-187500.0,-53000.0,-32650.0,avoid_overheat_noru,09:30,11:00,-,-,long_only
avoid_overheat_noru: L 09:30->11:00 / S 11:00->13:30,90,39,0.9586614173228346,54.44444444444444,-16800.0,-186.66666666666666,-198550.0,-61000.0,-36660.0,avoid_overheat_noru,09:30,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:30->11:00 / S 11:00->14:00,90,39,1.0722265011292222,54.44444444444444,27583.30078125,306.4811197916667,-161116.69921875,-61000.0,-33950.0,avoid_overheat_noru,09:30,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:30->11:00 / S 11:00->14:30,90,39,0.9261481580344795,55.55555555555556,-33016.69921875,-366.8522135416667,-210466.69921875,-61000.0,-39780.0,avoid_overheat_noru,09:30,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:30->11:00 / S 11:00->15:00,90,39,1.1540989786906193,60.0,64066.650390625,711.8516710069445,-161933.349609375,-67000.0,-42640.0,avoid_overheat_noru,09:30,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:30->11:00 / S 11:00->15:25,3,3,1.1363636363636365,66.66666666666666,900.0,300.0,-6600.0,-6600.0,-6600.0,avoid_overheat_noru,09:30,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:05->10:00,28,28,2.8076923076923075,46.42857142857143,77550.0,2769.6428571428573,-25550.0,-6600.0,-5800.0,mlcc_flow_top1_day,09:05,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:05->10:00 / S 10:00->13:30,28,28,1.0682608695652174,53.57142857142857,7850.0,280.35714285714283,-58850.0,-20500.0,-17100.0,mlcc_flow_top1_day,09:05,10:00,10:00,13:30,long_short
mlcc_flow_top1_day: L 09:05->10:00 / S 10:00->14:00,28,28,1.0647448015122873,46.42857142857143,6850.0,244.64285714285714,-60550.0,-16700.0,-15500.0,mlcc_flow_top1_day,09:05,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:05->10:00 / S 10:00->14:30,28,28,1.3170254403131116,57.14285714285714,32400.0,1157.142857142857,-48600.0,-16100.0,-14366.666666666666,mlcc_flow_top1_day,09:05,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:05->10:00 / S 10:00->15:00,28,28,1.5177580466148723,53.57142857142857,46650.0,1666.0714285714287,-45450.0,-15200.0,-13800.0,mlcc_flow_top1_day,09:05,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:05->10:00 / S 10:00->15:25,3,3,0.0,0.0,-22300.0,-7433.333333333333,-20600.0,-13900.0,-13900.0,mlcc_flow_top1_day,09:05,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:05->10:15,28,28,2.0,50.0,52400.0,1871.4285714285713,-33300.0,-12000.0,-10800.0,mlcc_flow_top1_day,09:05,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:05->10:15 / S 10:15->13:30,28,28,0.6399491094147582,42.857142857142854,-42450.0,-1516.0714285714287,-55850.0,-24900.0,-21600.0,mlcc_flow_top1_day,09:05,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:05->10:15 / S 10:15->14:00,28,28,0.6403145695364238,42.857142857142854,-43450.0,-1551.7857142857142,-57850.0,-28700.0,-24900.0,mlcc_flow_top1_day,09:05,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:05->10:15 / S 10:15->14:30,28,28,0.8407473309608541,42.857142857142854,-17900.0,-639.2857142857143,-47600.0,-24300.0,-21100.0,mlcc_flow_top1_day,09:05,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:05->10:15 / S 10:15->15:00,28,28,0.9647001934235977,50.0,-3650.0,-130.35714285714286,-44200.0,-24500.0,-20350.0,mlcc_flow_top1_day,09:05,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:05->10:15 / S 10:15->15:25,3,3,0.2802197802197802,33.33333333333333,-13100.0,-4366.666666666667,-18200.0,-12100.0,-12100.0,mlcc_flow_top1_day,09:05,10:15,10:15,15:25,long_short
mlcc_flow_top1_day: L 09:05->10:30,28,28,2.0054744525547443,57.14285714285714,55100.0,1967.857142857143,-32000.0,-18500.0,-18200.0,mlcc_flow_top1_day,09:05,10:30,-,-,long_only
mlcc_flow_top1_day: L 09:05->10:30 / S 10:30->13:30,28,28,0.700485044462409,42.857142857142854,-37050.0,-1323.2142857142858,-44850.0,-36100.0,-29500.0,mlcc_flow_top1_day,09:05,10:30,10:30,13:30,long_short
mlcc_flow_top1_day: L 09:05->10:30 / S 10:30->14:00,28,28,0.7070823710546574,46.42857142857143,-38050.0,-1358.9285714285713,-46500.0,-46500.0,-32800.0,mlcc_flow_top1_day,09:05,10:30,10:30,14:00,long_short
mlcc_flow_top1_day: L 09:05->10:30 / S 10:30->14:30,28,28,0.896351575456053,42.857142857142854,-12500.0,-446.42857142857144,-44400.0,-42100.0,-29000.0,mlcc_flow_top1_day,09:05,10:30,10:30,14:30,long_short
mlcc_flow_top1_day: L 09:05->10:30 / S 10:30->15:00,28,28,1.0150472914875321,46.42857142857143,1750.0,62.5,-42600.0,-42300.0,-28550.0,mlcc_flow_top1_day,09:05,10:30,10:30,15:00,long_short
mlcc_flow_top1_day: L 09:05->10:30 / S 10:30->15:25,3,3,0.4642857142857143,33.33333333333333,-7500.0,-2500.0,-14000.0,-8100.0,-8100.0,mlcc_flow_top1_day,09:05,10:30,10:30,15:25,long_short
mlcc_flow_top1_day: L 09:05->10:45,28,28,2.397880539499037,64.28571428571429,72550.0,2591.0714285714284,-31700.0,-21100.0,-18300.0,mlcc_flow_top1_day,09:05,10:45,-,-,long_only
mlcc_flow_top1_day: L 09:05->10:45 / S 10:45->13:30,28,28,0.9804367606915377,46.42857142857143,-2150.0,-76.78571428571429,-44000.0,-30100.0,-26000.0,mlcc_flow_top1_day,09:05,10:45,10:45,13:30,long_short
mlcc_flow_top1_day: L 09:05->10:45 / S 10:45->14:00,28,28,0.9727272727272728,53.57142857142857,-3150.0,-112.5,-45500.0,-40500.0,-31750.0,mlcc_flow_top1_day,09:05,10:45,10:45,14:00,long_short
mlcc_flow_top1_day: L 09:05->10:45 / S 10:45->14:30,28,28,1.2119205298013245,53.57142857142857,22400.0,800.0,-43800.0,-36100.0,-29150.0,mlcc_flow_top1_day,09:05,10:45,10:45,14:30,long_short
mlcc_flow_top1_day: L 09:05->10:45 / S 10:45->15:00,28,28,1.3657684630738522,53.57142857142857,36650.0,1308.9285714285713,-42000.0,-36300.0,-28750.0,mlcc_flow_top1_day,09:05,10:45,10:45,15:00,long_short
mlcc_flow_top1_day: L 09:05->10:45 / S 10:45->15:25,3,3,0.5258620689655172,33.33333333333333,-5500.0,-1833.3333333333333,-11600.0,-6700.0,-6700.0,mlcc_flow_top1_day,09:05,10:45,10:45,15:25,long_short
mlcc_flow_top1_day: L 09:05->11:00,28,28,2.7191011235955056,60.71428571428571,91800.0,3278.5714285714284,-30900.0,-20100.0,-15150.0,mlcc_flow_top1_day,09:05,11:00,-,-,long_only
mlcc_flow_top1_day: L 09:05->11:00 / S 11:00->13:30,28,28,1.3735868448098665,46.42857142857143,36350.0,1298.2142857142858,-42200.0,-19900.0,-19700.0,mlcc_flow_top1_day,09:05,11:00,11:00,13:30,long_short
mlcc_flow_top1_day: L 09:05->11:00 / S 11:00->14:00,28,28,1.3399038461538462,53.57142857142857,35350.0,1262.5,-43700.0,-29900.0,-25450.0,mlcc_flow_top1_day,09:05,11:00,11:00,14:00,long_short
mlcc_flow_top1_day: L 09:05->11:00 / S 11:00->14:30,28,28,1.6751662971175165,53.57142857142857,60900.0,2175.0,-42000.0,-25500.0,-22850.0,mlcc_flow_top1_day,09:05,11:00,11:00,14:30,long_short
mlcc_flow_top1_day: L 09:05->11:00 / S 11:00->15:00,28,28,1.872822299651568,50.0,75150.0,2683.9285714285716,-40200.0,-25700.0,-22450.0,mlcc_flow_top1_day,09:05,11:00,11:00,15:00,long_short
mlcc_flow_top1_day: L 09:05->11:00 / S 11:00->15:25,3,3,0.9181818181818182,33.33333333333333,-900.0,-300.0,-11000.0,-6300.0,-6300.0,mlcc_flow_top1_day,09:05,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:10->10:00,26,26,1.3525179856115108,42.30769230769231,19600.0,753.8461538461538,-31300.0,-13500.0,-10050.0,mlcc_flow_top1_day,09:10,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:10->10:00 / S 10:00->13:30,26,26,0.7358024691358025,46.15384615384615,-32100.0,-1234.6153846153845,-75300.0,-26800.0,-20750.0,mlcc_flow_top1_day,09:10,10:00,10:00,13:30,long_short
mlcc_flow_top1_day: L 09:10->10:00 / S 10:00->14:00,26,26,0.7477638640429338,46.15384615384615,-28200.0,-1084.6153846153845,-74700.0,-23000.0,-18650.0,mlcc_flow_top1_day,09:10,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:10->10:00 / S 10:00->14:30,26,26,0.971441523118767,50.0,-3150.0,-121.15384615384616,-70850.0,-19800.0,-18850.0,mlcc_flow_top1_day,09:10,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:10->10:00 / S 10:00->15:00,26,26,1.1346899224806202,42.30769230769231,13900.0,534.6153846153846,-73600.0,-20900.0,-19450.0,mlcc_flow_top1_day,09:10,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:10->10:00 / S 10:00->15:25,2,2,0.0,0.0,-9800.0,-4900.0,-6600.0,-6600.0,-6600.0,mlcc_flow_top1_day,09:10,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:10->10:15,26,26,1.0155826558265582,46.15384615384615,1150.0,44.23076923076923,-30950.0,-19700.0,-16400.0,mlcc_flow_top1_day,09:10,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:10->10:15 / S 10:15->13:30,26,26,0.49189985272459497,42.30769230769231,-69000.0,-2653.846153846154,-73600.0,-31200.0,-29800.0,mlcc_flow_top1_day,09:10,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:10->10:15 / S 10:15->14:00,26,26,0.520618556701031,42.30769230769231,-65100.0,-2503.846153846154,-69600.0,-38800.0,-33100.0,mlcc_flow_top1_day,09:10,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:10->10:15 / S 10:15->14:30,26,26,0.6935730680948737,50.0,-40050.0,-1540.3846153846155,-59350.0,-34400.0,-29300.0,mlcc_flow_top1_day,09:10,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:10->10:15 / S 10:15->15:00,26,26,0.8157051282051282,53.84615384615385,-23000.0,-884.6153846153846,-62100.0,-34600.0,-28500.0,mlcc_flow_top1_day,09:10,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:10->10:15 / S 10:15->15:25,2,2,0.6,50.0,-2400.0,-1200.0,-6000.0,-6000.0,-6000.0,mlcc_flow_top1_day,09:10,10:15,10:15,15:25,long_short
mlcc_flow_top1_day: L 09:10->10:30,26,26,1.0188564476885644,46.15384615384615,1550.0,59.61538461538461,-28600.0,-28600.0,-20600.0,mlcc_flow_top1_day,09:10,10:30,-,-,long_only
mlcc_flow_top1_day: L 09:10->10:30 / S 10:30->13:30,26,26,0.4785932721712538,42.30769230769231,-68200.0,-2623.076923076923,-71600.0,-46200.0,-37700.0,mlcc_flow_top1_day,09:10,10:30,10:30,13:30,long_short
mlcc_flow_top1_day: L 09:10->10:30 / S 10:30->14:00,26,26,0.5343953656770456,46.15384615384615,-64300.0,-2473.076923076923,-67600.0,-56600.0,-41000.0,mlcc_flow_top1_day,09:10,10:30,10:30,14:00,long_short
mlcc_flow_top1_day: L 09:10->10:30 / S 10:30->14:30,26,26,0.7024260803639121,46.15384615384615,-39250.0,-1509.6153846153845,-52200.0,-52200.0,-37200.0,mlcc_flow_top1_day,09:10,10:30,10:30,14:30,long_short
mlcc_flow_top1_day: L 09:10->10:30 / S 10:30->15:00,26,26,0.8304048892284186,57.692307692307686,-22200.0,-853.8461538461538,-52400.0,-52400.0,-36400.0,mlcc_flow_top1_day,09:10,10:30,10:30,15:00,long_short
mlcc_flow_top1_day: L 09:10->10:30 / S 10:30->15:25,2,2,0.8620689655172413,50.0,-800.0,-400.0,-5800.0,-5800.0,-5800.0,mlcc_flow_top1_day,09:10,10:30,10:30,15:25,long_short
mlcc_flow_top1_day: L 09:10->10:45,26,26,1.1684931506849314,53.84615384615385,12300.0,473.0769230769231,-25600.0,-25600.0,-19600.0,mlcc_flow_top1_day,09:10,10:45,-,-,long_only
mlcc_flow_top1_day: L 09:10->10:45 / S 10:45->13:30,26,26,0.6127694859038143,42.30769230769231,-46700.0,-1796.1538461538462,-48600.0,-40200.0,-33400.0,mlcc_flow_top1_day,09:10,10:45,10:45,13:30,long_short
mlcc_flow_top1_day: L 09:10->10:45 / S 10:45->14:00,26,26,0.6565008025682183,42.30769230769231,-42800.0,-1646.1538461538462,-50600.0,-50600.0,-36700.0,mlcc_flow_top1_day,09:10,10:45,10:45,14:00,long_short
mlcc_flow_top1_day: L 09:10->10:45 / S 10:45->14:30,26,26,0.8494486853265479,38.46153846153847,-17750.0,-682.6923076923077,-46200.0,-46200.0,-32900.0,mlcc_flow_top1_day,09:10,10:45,10:45,14:30,long_short
mlcc_flow_top1_day: L 09:10->10:45 / S 10:45->15:00,26,26,0.9941027801179444,50.0,-700.0,-26.923076923076923,-46400.0,-46400.0,-33750.0,mlcc_flow_top1_day,09:10,10:45,10:45,15:00,long_short
mlcc_flow_top1_day: L 09:10->10:45 / S 10:45->15:25,2,2,0.9583333333333334,50.0,-200.0,-100.0,-4800.0,-4800.0,-4800.0,mlcc_flow_top1_day,09:10,10:45,10:45,15:25,long_short
mlcc_flow_top1_day: L 09:10->11:00,26,26,1.2388149939540507,53.84615384615385,19750.0,759.6153846153846,-30600.0,-20300.0,-18100.0,mlcc_flow_top1_day,09:10,11:00,-,-,long_only
mlcc_flow_top1_day: L 09:10->11:00 / S 11:00->13:30,26,26,0.745396317053643,46.15384615384615,-31800.0,-1223.076923076923,-39300.0,-29600.0,-26200.0,mlcc_flow_top1_day,09:10,11:00,11:00,13:30,long_short
mlcc_flow_top1_day: L 09:10->11:00 / S 11:00->14:00,26,26,0.7796208530805687,50.0,-27900.0,-1073.076923076923,-40000.0,-40000.0,-29500.0,mlcc_flow_top1_day,09:10,11:00,11:00,14:00,long_short
mlcc_flow_top1_day: L 09:10->11:00 / S 11:00->14:30,26,26,0.9748010610079576,50.0,-2850.0,-109.61538461538461,-35600.0,-35600.0,-28850.0,mlcc_flow_top1_day,09:10,11:00,11:00,14:30,long_short
mlcc_flow_top1_day: L 09:10->11:00 / S 11:00->15:00,26,26,1.1243432574430823,57.692307692307686,14200.0,546.1538461538462,-35800.0,-35800.0,-30450.0,mlcc_flow_top1_day,09:10,11:00,11:00,15:00,long_short
mlcc_flow_top1_day: L 09:10->11:00 / S 11:00->15:25,2,2,1.8695652173913044,50.0,4000.0,2000.0,-4600.0,-4600.0,-4600.0,mlcc_flow_top1_day,09:10,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:15->10:00,25,25,1.912280701754386,40.0,36400.0,1456.0,-19000.0,-7800.0,-7200.0,mlcc_flow_top1_day,09:15,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:15->10:00 / S 10:00->13:30,25,25,0.8771300448430494,52.0,-13700.0,-548.0,-55200.0,-25000.0,-21450.0,mlcc_flow_top1_day,09:15,10:00,10:00,13:30,long_short
