memo_date,signal_date,issue,flow_group,stage,lead_score,theme_hits,direct_count,expanded_count,direct_names,flow_turnover_oku,flow_tv5,flow_tv20,flow_tv60,flow_ret1,flow_ret5,flow_up_ratio,top_code,top_name,top_share,laggard_code,laggard_name,laggard_ret5,laggard_vs25,laggard_va20,flow_next_ret1,flow_next_ret5,flow_partial_days,flow_partial_ret,direct_next_ret5,direct_partial_ret,expanded_next_ret5,my_thesis
2024-01-18,2024-01-19,2582,前工程装置,active_rotation,9.0,"equipment,memory,optical_dc",1,4,8035:東京エレクトロン,6540.052325,1.397412685813982,1.3562534550457905,1.3337687663629236,4.317529634767353,7.158240475436461,100.0,6920,レーザーテック,68.37328874123342,8035,東京エレクトロン,7.54285714285714,11.749756549414524,1.9698405135825894,2.469036123721355,2.522117448387692,573,68.75725909706014,-4.310639753677725,78.99418405747521,2.522117448387692,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,半導体材料,active_rotation,8.5,"equipment,memory,optical_dc",1,1,4063:信越化学工業,1031.135026,1.2418906652900366,1.6237272473949689,1.8448257097689496,2.770827889985337,2.4796375145846294,83.33333333333334,4063,信越化学工業,56.61693214560631,8088,岩谷産業,-0.9176512925088476,2.6005385907207357,0.8655038324581482,0.6499015346843792,-3.1897934612423313,573,55.77752895057673,-1.8803418803418848,25.538461538461533,-1.8803418803418848,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,MLCC/電子部品,theme_flow_seed,6.5,"equipment,memory,optical_dc",2,5,"6762:TDK, 6981:村田製作所",562.950427,0.9860972954952093,1.2473687494790389,1.117644931226137,1.9584308605592107,0.552141356385627,100.0,6981,村田製作所,39.87470587707717,6976,太陽誘電,-1.9538670284938942,-0.25068468946020106,1.6134938842103106,0.6831381065928821,-1.5482955591797065,573,124.3304728755974,-1.8685889734347871,168.98535576024562,-1.5482955591797065,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,電力/冷却/工場インフラ,watch_only,5.5,"equipment,memory,optical_dc",0,5,,816.0728345,1.024564155883613,1.3352058841320726,1.2835517891349368,2.1008106041207775,2.0008571402015662,100.0,6367,ダイキン工業,41.46694580359787,6503,三菱電機,1.0968494749124869,5.541154228467837,1.650891498289921,1.1084628168874522,0.10517571838083875,573,121.3126848620091,,,0.10517571838083875,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,光通信/電線,watch_only,5.0,"equipment,memory,optical_dc",1,4,5803:フジクラ,55.0104665,0.7592152645883473,0.86192419777209,0.674725475094541,0.7078443976392235,2.0377494274242736,100.0,5802,住友電工,55.71147810571648,5802,住友電工,-0.026150627615062483,4.571266015295894,0.948162814707974,0.8901495616297087,1.4931655675008242,573,1671.075544916733,-2.0675743822491266,2430.005042864347,1.4931655675008237,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,DC建設/設備,watch_only,4.0,"equipment,memory,optical_dc",0,6,,358.988693,0.7865131237425775,1.1554770714430322,1.0766240147178494,1.3945143585759645,-0.7463761774074751,80.0,1925,大和ハウス,30.049218291117597,1925,大和ハウス,-2.0865363496595624,3.017026232599429,1.4260192976315513,0.8718769949856607,-2.0086805280246356,573,61.147110682383165,,,-2.0086805280246356,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-18,2024-01-19,2582,パッケージ/基板,watch_only,4.0,"equipment,memory,optical_dc",0,2,,314.847086,1.013585239768639,1.3157239982882052,1.028556112452359,1.8755682463916419,0.9014365276642048,100.0,4062,イビデン,57.67539134854817,4062,イビデン,-0.18543701322784045,4.511305446392977,1.5801274757495656,0.7795116908405656,-3.197256091296896,573,325.4891083533614,,,-4.6028015311696535,車載SoCとAI/HBMが同時に出た週。短期はAI/HBMが主役だが、車載チップレットは国策・長期テーマとして監視する。
2024-01-25,2024-01-26,2583,後工程/検査,washout_rebound_watch,5.0,"advanced_packaging,equipment,materials,memory",2,2,"6146:ディスコ, 6857:アドバンテスト",2175.1786,0.9608892528548268,1.7234935185586406,2.112132806671071,-5.01867344044849,-2.1571523058940167,0.0,6857,アドバンテスト,52.13277337318416,6146,ディスコ,-3.036238981390793,8.284295495810824,1.6987876430135478,2.4447861772628143,7.012869717308967,568,218.3049602442126,7.012869717308967,218.3049602442126,7.012869717308967,HBM起点でDRAM投資が再加速し始める局面。国内はメモリ温度計、テスター、材料、後工程、装置を広く監視する。
2024-01-25,2024-01-26,2583,前工程装置,leader_only,3.5,"advanced_packaging,equipment,materials,memory",1,4,8035:東京エレクトロン,7144.587605,1.0592277401385348,1.3678769502271617,1.4043493618195666,-3.2536998045479217,5.585770619065206,0.0,6920,レーザーテック,76.14638143974442,6920,レーザーテック,4.793085385018325,8.894453214305154,1.3872562204212464,1.4489930391045291,3.4508865953297967,568,66.37839175348503,1.664254703328516,89.29088277858177,3.4508865953297967,HBM起点でDRAM投資が再加速し始める局面。国内はメモリ温度計、テスター、材料、後工程、装置を広く監視する。
2024-01-25,2024-01-26,2583,パッケージ/基板,washout_rebound_watch,3.0,"advanced_packaging,equipment,materials,memory",0,3,,372.816773,1.2948278584639668,1.4827100607221886,1.199123939490804,-3.0800485517232836,-2.174977795367531,0.0,4062,イビデン,56.61873641076765,2802,味の素,0.2877454299255344,4.20990425000527,1.4998966563724545,1.013716778997864,-0.40438296321374895,568,341.543201915993,,,-0.40438296321374895,HBM起点でDRAM投資が再加速し始める局面。国内はメモリ温度計、テスター、材料、後工程、装置を広く監視する。
2024-01-25,2024-01-26,2583,半導体材料,washout_rebound_watch,2.0,"advanced_packaging,equipment,materials,memory",0,6,,790.5286305,1.0933231563999373,1.1753414189779672,1.342209662770408,-2.301751423366101,-2.0402351513599633,0.0,4063,信越化学工業,56.41996668961884,3436,SUMCO,-7.207023274806046,1.8263776246337127,1.9452130714779583,0.754207051977962,1.9769401763031824,568,61.86249607191686,,,1.9769401763031826,HBM起点でDRAM投資が再加速し始める局面。国内はメモリ温度計、テスター、材料、後工程、装置を広く監視する。
2024-01-25,2024-01-26,2583,MLCC/電子部品,washout_rebound_watch,1.5,"advanced_packaging,equipment,materials,memory",2,4,"6762:TDK, 6981:村田製作所",455.1886605,0.8252263796024069,0.9104578064260688,0.8794388523953551,-1.636296105755608,-0.5662475716884074,0.0,6981,村田製作所,37.451927583771614,6971,京セラ,-2.4582769508344593,1.7740930457585735,1.0665616926116013,0.4758359864410666,0.6956194504170997,568,127.54378506758492,4.949670360192204,173.59364841916374,1.394796132004625,HBM起点でDRAM投資が再加速し始める局面。国内はメモリ温度計、テスター、材料、後工程、装置を広く監視する。
2024-02-01,2024-02-02,2584,半導体デバイス/設計,active_rotation,9.0,"advanced_packaging,equipment,memory,optical_dc,power",1,1,6963:ローム,2337.1530545,1.4395936882902824,1.8663522521530325,2.589306400546217,4.104050822919514,4.299893941637234,100.0,6526,ソシオネクスト,69.11239830399391,6723,ルネサス,-3.0431277710600613,-3.5183417428064856,0.8292843524061416,-2.34926067822957,0.8043669736013079,563,44.389041595075035,-1.8596943472656946,87.00055238445958,-1.8596943472656946,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,後工程/検査,theme_flow_seed,7.5,"advanced_packaging,equipment,memory,optical_dc,power",1,2,6857:アドバンテスト,1956.647075,1.2237387587004454,1.2848553394589766,1.8145618158412014,3.4696723035503974,6.043756317549187,100.0,6857,アドバンテスト,58.15178881965723,6146,ディスコ,4.722222222222228,9.115498768602537,1.1181663302189249,-1.8997115384615402,4.936096153846159,563,190.4675961538462,4.752000000000001,321.44000000000005,4.936096153846159,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,MLCC/電子部品,theme_flow_seed,7.5,"advanced_packaging,equipment,memory,optical_dc,power",3,5,"6762:TDK, 6976:太陽誘電, 6981:村田製作所",673.833413,1.4645061204462662,1.266438119619732,1.3628869302582103,-0.12227657538141479,0.775963505116024,60.0,6981,村田製作所,31.223940063061256,6971,京セラ,-3.4682080924855474,-2.869570234490304,1.823356762723531,-1.5355225060988276,-5.818064770790764,563,121.38186167839324,-3.1477723380149647,189.76799176871702,-5.818064770790764,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,前工程装置,watch_only,4.5,"advanced_packaging,equipment,memory,optical_dc,power",2,4,"6525:KOKUSAI ELECTRIC, 8035:東京エレクトロン",4797.3797,0.8532068347907563,0.8791643481253526,0.9282764675720294,2.4909603939172937,2.1016385407759963,75.0,6920,レーザーテック,67.4431446399792,6920,レーザーテック,-5.823544113971502,0.7993322846778783,0.8136622401113258,-1.3853413039607272,4.915304440408219,563,57.952897617211704,4.34893689182827,95.06177831031737,4.915304440408219,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,パッケージ/基板,leader_only,4.5,"advanced_packaging,equipment,memory,optical_dc,power",1,3,4004:レゾナック,382.9324345,1.345614003765279,1.3375403708304412,1.272972295683388,-0.5885494494487239,-0.09806540726804425,33.33333333333333,4062,イビデン,71.44935172630304,4062,イビデン,-1.1386470194239773,-5.5101173313393925,1.8598301198435192,-1.2862082305564293,-1.9234432215608575,563,341.3200938173002,-0.6052454606590429,522.0578345662408,-1.9234432215608575,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,電力/冷却/工場インフラ,watch_only,3.5,"advanced_packaging,equipment,memory,optical_dc,power",0,5,,715.052555,1.0432189040967133,0.9791409657823203,1.1117141434337963,1.3954256868807136,3.50987250742953,100.0,6501,日立製作所,39.008746007487524,6503,三菱電機,0.5807200929152101,2.2548010164079813,1.1109842281265203,-0.7177880351521715,-1.9839144184987467,563,109.00155536453826,,,-1.9839144184987467,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,光通信/電線,watch_only,3.0,"advanced_packaging,equipment,memory,optical_dc,power",0,4,,72.457642,0.7977036308955165,0.9360466207519781,0.9016529397941551,0.6230253778683063,3.980164565205513,100.0,5802,住友電工,50.86267781112722,5802,住友電工,2.6467505241090095,3.367287697260779,0.9673558898688333,0.9409497306698859,11.493009557679484,563,1541.0793174060684,,,11.493009557679484,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,半導体材料,watch_only,2.0,"advanced_packaging,equipment,memory,optical_dc,power",0,1,,715.8743325,1.03677249159642,0.9437234884149424,1.2097245274974746,1.159443655795413,1.0646174782569184,66.66666666666666,4063,信越化学工業,71.20122748638987,7911,TOPPAN,-1.4091470951792306,-1.931853950267548,0.6271333099708272,-0.5753435238117388,-0.11849260191408861,563,57.6763455842928,,,-1.2018027040560875,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-01,2024-02-02,2584,DC建設/設備,watch_only,0.5,"advanced_packaging,equipment,memory,optical_dc,power",0,6,,267.327251,0.857532443851319,0.6958655865897667,0.7969634006849653,0.05465969152314898,0.11518696295118369,40.0,8802,三菱地所,31.34028898535301,1963,日揮HD,-1.8160853271836253,-0.08917466500832916,0.6673235928140814,2.9532872971416646,2.366315954995639,563,63.0943332138433,,,2.366315954995639,先端電子部品が経済安全保障テーマとして浮上。AI/DC投資と組み合わせ、MLCC/SAW/PI/SiCを半導体周辺の国策ローテーションとして監視する。
2024-02-08,2024-02-09,2585,後工程/検査,watch_only,3.5,"advanced_packaging,equipment,materials,memory",2,2,"6146:ディスコ, 6857:アドバンテスト",1980.374774,1.0534278389989542,1.1392305034706018,1.7103795624406484,-0.8156381294512849,6.065255675027947,0.0,6857,アドバンテスト,60.01152052646779,6146,ディスコ,5.449722691101999,10.040261701056874,0.9669271904833223,-1.61474702105171,-1.1405513000291245,558,169.10073940934222,-1.1405513000291245,169.10073940934222,-1.1405513000291245,中国成熟ロジックとAI/HBM後工程が重なる週。国内は後工程装置、切断、CMP、材料、メモリ温度計を優先して確認する。
2024-02-08,2024-02-09,2585,前工程装置,watch_only,3.0,"advanced_packaging,equipment,materials,memory",2,4,"6525:KOKUSAI ELECTRIC, 8035:東京エレクトロン",5587.94538,1.10799659855044,1.0117931224289605,1.0870744748228884,0.05575224210534191,6.404864510105302,50.0,6920,レーザーテック,57.10365569106547,8035,東京エレクトロン,5.889679715302498,8.411303486067379,1.5893115280040464,2.1051396305957453,4.5995714048391365,558,42.962619467634624,8.497621398438193,75.28810699219102,4.5995714048391365,中国成熟ロジックとAI/HBM後工程が重なる週。国内は後工程装置、切断、CMP、材料、メモリ温度計を優先して確認する。
2024-02-08,2024-02-09,2585,半導体材料,watch_only,2.5,"advanced_packaging,equipment,materials,memory",2,6,"4063:信越化学工業, 4186:東京応化工業",655.1800315,1.0539669023161824,0.914589122852152,1.1016747690222202,-0.2197178920776958,0.6038741178678086,33.33333333333333,4063,信越化学工業,60.008176699139824,8088,岩谷産業,-0.4433148126256059,0.9123632773181622,1.0253929035552607,2.0820178508562033,1.9745850970825096,558,53.90691411653154,8.975684743962887,111.89354326681176,1.9745850970825096,中国成熟ロジックとAI/HBM後工程が重なる週。国内は後工程装置、切断、CMP、材料、メモリ温度計を優先して確認する。
2024-02-08,2024-02-09,2585,パッケージ/基板,watch_only,2.5,"advanced_packaging,equipment,materials,memory",1,3,4004:レゾナック,220.823751,0.6617552169804691,0.7259002093315824,0.744986762242725,-0.12146299448015559,-1.4034479911488356,33.33333333333333,2802,味の素,50.68138707597626,2802,味の素,-4.400000000000004,-2.6740871453780457,1.055472264920027,0.9286664984717197,1.0757222308479346,558,342.4142229710428,10.042194092827007,524.4725738396625,1.0757222308479346,中国成熟ロジックとAI/HBM後工程が重なる週。国内は後工程装置、切断、CMP、材料、メモリ温度計を優先して確認する。
2024-02-08,2024-02-09,2585,MLCC/電子部品,washout_rebound_watch,1.0,"advanced_packaging,equipment,materials,memory",0,4,,624.12484,0.9077256721416864,1.099702267241042,1.2697766433703384,-1.807173906113735,-4.514470425241707,0.0,6762,TDK,25.742910825340648,6645,オムロン,-19.435689629296114,-18.096819080633743,1.3884559978428406,1.1103479257078552,0.009379748816691347,558,130.80077396961468,,,-0.6132753139791336,中国成熟ロジックとAI/HBM後工程が重なる週。国内は後工程装置、切断、CMP、材料、メモリ温度計を優先して確認する。
2024-02-15,2024-02-16,2586,光通信/電線,active_rotation,8.5,"advanced_packaging,equipment,memory,optical_dc,power",1,4,5803:フジクラ,158.8423555,0.9048992269425071,1.418718694690977,1.9036490082835489,1.8206688343410882,14.573855343448047,100.0,5803,フジクラ,49.58686475786995,5802,住友電工,2.9376354442571584,7.683704621709042,1.2122627996662656,0.789580338603039,2.1853714014709666,554,1264.851377822534,-0.3737682636765327,1604.7230716955487,2.1853714014709666,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,半導体デバイス/設計,theme_flow_seed,8.0,"advanced_packaging,equipment,memory,optical_dc,power",1,1,6963:ローム,3034.550308,1.5441673780722565,1.8578339446398129,2.9070132116758716,-0.3368189800836345,0.829579418586427,66.66666666666666,6526,ソシオネクスト,66.63074030012093,6723,ルネサス,-3.7765538945711996,-2.4868640317655233,1.3360451218909135,-1.5090943067234353,2.0334246299080982,554,45.50586242594654,-0.28593213877239343,93.59512009149829,-0.28593213877239343,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,パッケージ/基板,active_rotation,7.5,"advanced_packaging,equipment,memory,optical_dc,power",0,2,,457.134421,1.605857200577433,1.5449817265287682,1.5626510924970565,1.4643419301305898,2.7278252497244213,66.66666666666666,4004,レゾナック,37.83389284527318,4062,イビデン,-2.0270270270270285,-5.158836056909932,1.2009806566908026,-0.8216450125952476,5.89789302847364,554,328.9011260795535,,,3.5118895578665654,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,半導体材料,watch_only,6.5,"advanced_packaging,equipment,memory,optical_dc,power",0,1,,1145.596349,1.3514055886803613,1.5941397121728424,1.8462354930448135,-0.4354974754514536,4.2221065491783545,66.66666666666666,4063,信越化学工業,47.862080258777084,7911,TOPPAN,-9.837315709201832,-11.995593576943687,1.8981501193519181,-0.6107391598219325,2.7801867144408114,554,47.32920642250704,,,1.3280587736648863,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,電力/冷却/工場インフラ,watch_only,6.5,"advanced_packaging,equipment,memory,optical_dc,power",1,5,6504:富士電機,926.80734,0.9554041282495551,1.0961176954403564,1.3422569079725586,1.5503874016334018,5.404537582866679,100.0,6501,日立製作所,32.866147779969026,6368,オルガノ,6.0882800608828,10.860160325741198,1.3250398479984031,0.1843716655646288,2.903782076874679,554,102.84459459028957,0.7561436672967936,68.51995996886467,2.903782076874679,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,前工程装置,washout_rebound_watch,6.0,"advanced_packaging,equipment,memory,optical_dc,power",3,4,"6525:KOKUSAI ELECTRIC, 7735:SCREEN, 8035:東京エレクトロン",11822.251675,2.0100541025964884,2.0487118930651227,2.290860968995594,-1.773071506944632,12.70910417975723,25.0,6920,レーザーテック,46.218465400754546,6920,レーザーテック,-0.9066405292820434,3.70613517699796,1.4238524389357738,-0.62911868772767,1.0259395439967178,554,34.568978242652484,1.598942494305855,46.33124491759605,1.0259395439967178,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,後工程/検査,washout_rebound_watch,5.5,"advanced_packaging,equipment,memory,optical_dc,power",1,2,6857:アドバンテスト,3474.109602,1.6155253121254844,1.818200649719638,2.8190110344933554,-1.5501520846579964,3.4016951729576306,0.0,6857,アドバンテスト,64.86998598727571,6146,ディスコ,0.06779661016949046,7.288234153905804,1.3991487829154334,-1.0837802322220869,4.783636788094858,554,167.06652791803646,2.911208151382816,283.4061135371179,4.783636788094858,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,DC建設/設備,watch_only,5.5,"advanced_packaging,equipment,memory,optical_dc,power",0,6,,501.325788,1.0306593882680355,1.1736727579234993,1.426829607160559,1.4744965214307237,-4.593637604910414,60.0,8801,三井不動産,33.52130511187667,1963,日揮HD,-20.552677029360964,-17.79451010293557,1.783581803065333,1.4412776219510404,2.084667056973053,554,67.62163818823254,,,2.0846670569730525,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-15,2024-02-16,2586,MLCC/電子部品,watch_only,4.0,"advanced_packaging,equipment,memory,optical_dc,power",2,5,"6762:TDK, 6981:村田製作所",532.0573705,0.9342248523654979,0.9621635180379029,1.0828936317594788,0.48919420124750923,-0.9300887692886682,80.0,6762,TDK,27.86044742894883,6976,太陽誘電,-5.362600722422894,-5.007864880241852,0.7684488143621645,0.11833790370629593,1.8936490323978838,554,132.52840936162482,0.7321070107547345,163.2272883632586,1.8936490323978838,パワー半導体はEV鈍化で逆風。一方でGPUクラウド、光電融合、ガラス基板、メモリーテストは相対的に強い候補。
2024-02-22,2024-02-26,2587,半導体材料,theme_flow_seed,7.5,"equipment,memory",2,2,"3436:SUMCO, 4063:信越化学工業",951.535048,1.2586849896499435,1.3176785655760985,1.4729207594416374,0.8485606577278149,2.993871476420225,50.0,4063,信越化学工業,48.43877090694404,7912,大日本印刷,-2.902601591055687,3.787460930318076,1.0402297527417048,-0.7259762378687676,2.0157283439659928,549,42.637503487998806,4.548897432358922,27.74945010899388,4.548897432358922,24年投資は中国成熟ノードが下支えで、先端ロジック/NANDは弱い。装置全体より、中国依存度とメモリ/成熟ノードの濃淡を分けて見る。
