selection_date,backtest_date,ticker,stock_name,v2_action,v2_score,v2_confidence,grok_rank,buy_price,phase2_return_pct,day1_close,day1_return_pct,day1_profit_100,day2_close,day2_return_pct,day2_profit_100,day3_close,day3_return_pct,day3_profit_100,day4_close,day4_return_pct,day4_profit_100,day5_close,day5_return_pct,day5_profit_100
2025-11-04,2025-11-04,4259.T,,買い,45,高,1,675.0,-1.3333333333333335,650.0,-3.7037037037037033,-2500.0,659.0,-2.3703703703703702,-1600.0,638.0,-5.481481481481482,-3700.0,668.0,-1.037037037037037,-700.0,643.0,-4.7407407407407405,-3200.0
2025-11-04,2025-11-04,8014.T,,静観,-5,中,12,3905.0,-0.3841229193341869,3830.0,-1.9206145966709345,-7500.0,3850.0,-1.4084507042253522,-5500.000000000001,3830.0,-1.9206145966709345,-7500.0,3830.0,-1.9206145966709345,-7500.0,3845.0,-1.5364916773367476,-6000.0
2025-11-04,2025-11-04,4436.T,,静観,10,中,11,466.0,3.2188841201716736,473.0,1.502145922746781,700.0,465.0,-0.2145922746781116,-100.0,472.0,1.2875536480686696,600.0,481.0,3.2188841201716736,1500.0,479.0,2.7896995708154506,1300.0
2025-11-04,2025-11-04,2743.T,,売り,-40,高,10,122.0,-8.19672131147541,109.0,10.655737704918032,1300.0,107.0,12.295081967213115,1500.0,102.0,16.39344262295082,2000.0,101.0,17.21311475409836,2100.0,84.0,31.147540983606557,3800.0
2025-11-04,2025-11-04,1798.T,,買い,0,中,9,6720.0,5.059523809523809,7070.0,5.208333333333334,35000.00000000001,6790.0,1.0416666666666665,6999.999999999998,6840.0,1.7857142857142856,12000.0,6990.0,4.017857142857143,27000.0,6970.0,3.7202380952380953,25000.0
2025-11-04,2025-11-04,9552.T,,買い,65,高,8,1265.0,6.16600790513834,1300.0,2.766798418972332,3500.0,1217.0,-3.7944664031620556,-4800.000000000001,1309.0,3.4782608695652173,4400.0,1296.0,2.450592885375494,3100.0,1293.0,2.2134387351778657,2800.0
2025-11-04,2025-11-04,1844.T,,静観,-10,中,13,640.0,-2.5,623.0,-2.65625,-1700.0,615.0,-3.90625,-2500.0,617.0,-3.5937499999999996,-2300.0,614.0,-4.0625,-2600.0,608.0,-5.0,-3200.0
2025-11-04,2025-11-04,3997.T,,買い,40,高,6,338.0,2.366863905325444,363.0,7.396449704142012,2500.0,376.0,11.242603550295858,3800.0,364.0,7.6923076923076925,2600.0,444.0,31.360946745562128,10600.0,501.0,48.22485207100592,16300.0
2025-11-04,2025-11-04,7746.T,,売り,-15,中,7,433.0,-10.623556581986143,395.0,8.775981524249422,3800.0,417.0,3.695150115473441,1600.0,394.0,9.006928406466514,3900.0,383.0,11.547344110854503,5000.0,362.0,16.397228637413395,7100.0
2025-11-04,2025-11-04,2445.T,,買い,20,中,5,410.0,1.707317073170732,413.0,0.7317073170731708,300.00000000000006,416.0,1.4634146341463417,600.0000000000001,411.0,0.24390243902439024,100.0,420.0,2.4390243902439024,1000.0,420.0,2.4390243902439024,1000.0
2025-11-04,2025-11-04,3914.T,,買い,20,中,4,3920.0,-11.479591836734695,3510.0,-10.459183673469388,-41000.0,3095.0,-21.04591836734694,-82500.0,3065.0,-21.81122448979592,-85500.0,3080.0,-21.428571428571427,-84000.0,3065.0,-21.81122448979592,-85500.0
2025-11-04,2025-11-04,4875.T,,買い,40,高,3,209.0,-4.30622009569378,234.0,11.961722488038278,2500.0000000000005,212.0,1.4354066985645932,299.99999999999994,232.0,11.004784688995215,2300.0,218.0,4.30622009569378,899.9999999999998,237.0,13.397129186602871,2800.0
2025-11-04,2025-11-04,4082.T,,買い,20,中,2,1381.0,-1.1585807385952207,1412.0,2.2447501810282406,3100.0,1228.0,-11.0789283128168,-15300.0,1220.0,-11.658218682114411,-16100.000000000004,1195.0,-13.468501086169443,-18600.0,1201.0,-13.034033309196236,-18000.000000000004
2025-11-05,2025-11-05,8912.T,,静観,-10,中,9,159.0,0.628930817610063,161.0,1.257861635220126,200.00000000000006,161.0,1.257861635220126,200.00000000000006,160.0,0.628930817610063,100.00000000000003,160.0,0.628930817610063,100.00000000000003,163.0,2.515723270440252,400.0000000000001
2025-11-05,2025-11-05,7255.T,,静観,10,中,8,575.0,-0.34782608695652173,573.0,-0.34782608695652173,-199.99999999999997,570.0,-0.8695652173913043,-500.0,570.0,-0.8695652173913043,-500.0,570.0,-0.8695652173913043,-500.0,580.0,0.8695652173913043,500.0
2025-11-05,2025-11-05,7859.T,,売り,-35,高,7,180.0,-1.1111111111111112,170.0,5.555555555555555,1000.0,166.0,7.777777777777778,1400.0,164.0,8.88888888888889,1600.0,164.0,8.88888888888889,1600.0,176.0,2.2222222222222223,400.0
2025-11-05,2025-11-05,5994.T,,買い,20,中,6,1531.0,3.5924232527759634,1766.0,15.349444807315479,23500.0,1747.0,14.108425865447419,21599.999999999996,1825.0,19.203135205747877,29400.0,1846.0,20.574787720444153,31500.0,1940.0,26.714565643370346,40900.0
2025-11-05,2025-11-05,6035.T,,売り,-30,高,10,786.0,-0.1272264631043257,824.0,-4.8346055979643765,-3800.0,823.0,-4.707379134860051,-3700.0,845.0,-7.506361323155216,-5900.000000000001,847.0,-7.760814249363868,-6100.0,869.0,-10.559796437659033,-8300.0
