date,Open,High,Low,Close,Volume,ticker,sectors,Sector33Code,rsi_14d,atr_pct,ma25,ma25_deviation,sma5,price_vs_sma5_pct,vol_ma20,volume_change_20d,daily_change_pct,next_open,next_close,next_day_return,sector_short_ratio,regime,score,signal,prev_signal,strict_signal,month
2025-04-04,1860.7255029751998,1883.1556322039364,1791.972280774072,1830.981201171875,13359100.0,1605.T,鉱業,1050,38.63156338583787,2.815292006527307,1958.6963916015625,-6.5204179155738835,1955.614697265625,-6.373111036034588,6604085.0,2.0228540365546475,-5.15281790589378,1648.1269233797914,1656.9039306640625,0.5325443786982275,52.794027603426464,AGGRESSIVE,35,STRONG_BUY,OTHER,True,2025-04
2025-04-14,1749.550131634442,1750.0377431538498,1725.1695556640625,1725.1695556640625,5909800.0,1605.T,鉱業,1050,29.75980075765942,5.11386428996432,1919.648466796875,-10.13096483531279,1714.2469970703125,0.637163641669891,8330770.0,0.7093942096588911,-0.2537311715766877,1755.4014629610226,1745.16162109375,-0.5833333333333325,35.36817466706066,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-04
2025-04-16,1755.401355574922,1756.3765785502414,1718.8304940004446,1722.2437744140625,5698900.0,1605.T,鉱業,1050,28.308397178350106,5.177155299125795,1905.741787109375,-9.62869229905705,1734.04404296875,-0.6805057001023502,8086005.0,0.7047856141568055,-1.313222019249094,1731.0208415006844,1758.814697265625,1.6056338028169062,38.56815305135574,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-04
2025-06-24,2004.083301012836,2026.5134304158996,1953.3717041015625,1953.3717041015625,19256700.0,1605.T,鉱業,1050,52.59009396328864,2.596105482656106,1959.515576171875,-0.3135403538008701,2065.2297119140626,-5.416250171455729,8601125.0,2.2388582888866284,-6.7938525261908245,1955.3221010901884,1968.0,0.6483790523690711,35.25145662281468,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-06
2025-10-17,2653.5,2681.0,2650.0,2653.5,3595100.0,1605.T,鉱業,1050,40.844009042954035,2.524967024684379,2674.46,-0.7837096086686671,2661.7,-0.30807378742907987,5073340.0,0.7086258756558795,-1.3018411753766057,2689.5,2706.0,0.6134969325153374,43.02096571992564,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-01-16,11569.873567154256,11638.161185172872,11374.766087101065,11462.564453125,34400.0,1766.T,建設業,2050,44.748848220117836,2.510638168052001,11571.4345703125,-0.9408523768246986,11503.537109375,-0.3561744171417385,29980.0,1.1474316210807205,-1.0109516813774144,11462.564951405184,11433.298828125,-0.25531914893617347,42.77312007240568,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-01
2025-04-03,11872.290454889113,12145.44093371976,11784.492086693548,12096.6640625,78000.0,1766.T,建設業,2050,51.74130641683878,2.511520243106695,12383.081875,-2.312976812971285,12475.17265625,-3.0340950316256325,33155.0,2.352586336902428,-1.8210642794261545,12164.95209276648,12321.0380859375,1.2830793905372795,43.35185984863964,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-04-07,11823.51369130908,12057.642675295398,11686.938450650394,11764.9814453125,69300.0,1766.T,建設業,2050,42.91499419633883,2.712627662024475,12362.4005078125,-4.832549003103858,12192.2669921875,-3.5045619255942664,39740.0,1.7438349270256668,-4.513066486334861,12057.642509812202,12272.2607421875,1.7799352750809077,40.145704648267056,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-04-24,12681.986688410196,13452.661264090506,12681.986688410196,13062.4462890625,325500.0,1766.T,建設業,2050,65.07935309904519,2.565880631525565,12513.803984375,4.384296776364302,12801.0021484375,2.0423724454800816,75120.0,4.333067092651757,2.4483541676224574,13072.201630837657,13160.0,0.6716417910447808,40.58740342192931,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-05-16,13320.0,13460.0,13310.0,13450.0,21700.0,1766.T,建設業,2050,63.996048003706655,2.679390765486182,13126.8580859375,2.461685133997714,13582.0,-0.9718745398321307,83335.0,0.2603947921041579,0.5983545250560995,13450.0,13450.0,0.0,35.14561361445441,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-02-17,6386.419375083799,6423.184098042924,6312.88992916555,6313.857421875,666100.0,1801.T,建設業,2050,51.1047544568424,2.834814316409149,6233.13005859375,1.295133625038832,6355.459765625,-0.6545921976410879,978210.0,0.6809376309790331,-1.7168715197767082,6410.606791403143,6568.30810546875,2.460006036824633,38.62652328216414,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-02
2025-03-04,6588.625722595782,6636.0328680300245,6546.05604098136,6562.50341796875,685900.0,1801.T,建設業,2050,60.514142793051455,2.7769013003229803,6427.75087890625,2.0964181966776723,6598.8810546875,-0.5512697746371623,1068495.0,0.6419309402477317,-1.3668753299235892,6547.990950511288,6599.26806640625,0.7830969267139545,36.25213932093028,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-03
2025-04-07,5899.09505731225,5976.155753086887,5723.238597723977,5812.15478515625,1037700.0,1801.T,建設業,2050,15.241092623822468,3.1679735749053854,6551.09765625,-11.27968028974152,6277.08740234375,-7.4068208292575735,790945.0,1.3119749160813963,-6.707892460665921,5991.962964678626,6123.361328125,2.1929101401483932,40.145704648267056,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-04
2025-05-13,7880.937660882818,7931.323497751944,7217.0301633131485,7622.0927734375,2406500.0,1801.T,建設業,2050,70.37915413516222,2.8497362504870156,7001.61595703125,8.861908739555286,7719.90068359375,-1.2669581405899448,951020.0,2.5304410001892705,-3.1265698832998234,7625.056707746193,7589.490234375,-0.4664420834413118,37.47081042576783,AGGRESSIVE,55,STRONG_BUY,OTHER,True,2025-05
2025-05-27,7953.058613521952,7988.625086824659,7856.23876953125,7856.23876953125,484800.0,1801.T,建設業,2050,60.24590130728751,2.768396299416409,7588.89748046875,3.5227948427363307,7901.0921875,-0.5676863008852263,962290.0,0.5037982313024141,-1.4499971457110794,7860.190507427502,7818.6962890625,-0.5279034690799393,37.901647449521505,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-05-29,7818.696494461331,7884.889654068219,7771.274529369829,7881.92578125,777200.0,1801.T,建設業,2050,52.84039253436013,2.6716326687514633,7662.95478515625,2.8575269231382388,7901.09208984375,-0.2425779673975278,916035.0,0.848439197192247,0.8086961029033946,7794.98537399688,7956.0224609375,2.065906210392899,35.81802480722464,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-08-08,9539.718195973914,9854.876657502049,9224.559734445778,9487.3564453125,1721400.0,1801.T,建設業,2050,80.95237534883147,2.8101341096766363,8720.6621484375,8.791698197049994,9409.1103515625,0.8315992780019448,769975.0,2.2356570018507096,-0.09363278548126797,9680.00812035287,9865.744140625,1.9187589303939496,37.38506599983355,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-08-21,9691.86380980187,9724.46640977368,9553.5497493154,9583.1884765625,465500.0,1801.T,建設業,2050,67.92986811134779,2.843888347591238,9135.48578125,4.900699382964195,9684.75078125,-1.048682686643096,792705.0,0.5872298017547511,-1.1213093617401637,9629.622661018027,9834.1298828125,2.1237303785780157,36.71977208994204,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-08-25,9820.298951893354,9842.034019996136,9588.12890625,9588.12890625,761100.0,1801.T,建設業,2050,60.77935746704571,2.7680873704448685,9235.7437109375,3.8154501287772273,9684.1580078125,-0.9916102306987471,788260.0,0.9655443635348743,-2.5015022121321118,9568.36901518934,9460.681640625,-1.1254517294785762,40.75609669338868,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-10-10,10730.0,10735.0,10460.0,10460.0,780800.0,1801.T,建設業,2050,54.99509768838506,2.7707348560604146,10160.151484375,2.951220915220891,10669.0,-1.9589464804574,674530.0,1.1575467362459786,-2.7429102742910327,10270.0,10260.0,-0.09737098344693282,41.16573515768913,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-10-15,10300.0,10510.0,10290.0,10490.0,484100.0,1801.T,建設業,2050,60.12734126535429,2.7499121314515222,10191.763203125,2.9262532000699846,10551.0,-0.5781442517296939,662840.0,0.7303421640214833,2.2417153996101336,10620.0,10740.0,1.1299435028248588,36.31653535706606,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-10-28,11245.0,11245.0,10910.0,10980.0,610600.0,1801.T,建設業,2050,57.20081135902637,2.673692427790788,10514.821484375,4.42402675419887,11096.0,-1.0454217736121123,635950.0,0.9601383756584637,-2.874834144183991,11060.0,10960.0,-0.9041591320072333,40.204413068765795,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-02-20,1977.126031982786,1982.4279301670401,1921.6970964201287,1938.5667724609375,5188600.0,1802.T,建設業,2050,41.86603298416773,2.669247696562841,1972.6531689453125,-1.7279467582534749,1969.028564453125,-1.5470467286312788,3632330.0,1.4284495076163235,-3.10768256259224,1927.9629633243817,1929.408935546875,0.07500000000000125,44.352501558727845,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-02
2025-04-07,1734.3159316974334,1826.2686051387207,1713.6634595876255,1775.129150390625,5147100.0,1802.T,建設業,2050,21.06941238138387,2.9354894929841677,1952.15841796875,-9.068386353722593,1893.14326171875,-6.233765490150075,3122890.0,1.6481848544137,-6.160644195206089,1821.3513696243695,1852.330078125,1.7008639308855333,40.145704648267056,AGGRESSIVE,55,STRONG_BUY,OTHER,True,2025-04
2025-04-09,1837.5783644069554,1865.606720513778,1819.3845192148074,1851.3466796875,3820600.0,1802.T,建設業,2050,27.42753281990244,3.0916066120179653,1940.766552734375,-4.607451263053249,1859.3125732421875,-0.4284321888275558,3137290.0,1.2178026258331236,-0.05308980559747267,1954.1172905121462,1959.0345458984375,0.2516356316054397,42.63828818973649,AGGRESSIVE,35,STRONG_BUY,OTHER,True,2025-04
2025-05-13,2249.6443530000747,2249.6443530000747,2059.346568385642,2157.199951171875,10646600.0,1802.T,建設業,2050,59.568716380199255,2.54648486127498,2069.2597265625,4.249839857245146,2225.353076171875,-3.0625758100929787,3189260.0,3.3382665571323757,-4.9815918382094875,2143.9233117552535,2094.259033203125,-2.3165137614678866,37.47081042576783,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-05
2025-05-16,2137.039051031068,2141.9563060955666,2111.469324695676,2114.419677734375,2972100.0,1802.T,建設業,2050,51.07990816410786,2.7807320953767913,2102.5397119140625,0.5650293192083135,2155.724755859375,-1.9160645631002056,3291585.0,0.9029388577235588,-1.3082493150222918,2105.5687191492975,2126.22119140625,0.9808500700607194,35.14561361445441,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-05-20,2128.1880978490167,2134.0888042201323,2100.651468117144,2112.452880859375,2293200.0,1802.T,建設業,2050,51.55745953495665,2.7450795379805064,2119.67142578125,-0.3405501831122004,2117.960205078125,-0.26002963632392007,3314765.0,0.6918137484859409,-0.6475483643246349,2106.5521294368177,2117.86181640625,0.5368814192343723,35.661213368484354,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-08-08,2401.095846619898,2420.273142957841,2281.606538668099,2288.982421875,8534100.0,1802.T,建設業,2050,64.08298020187303,2.527236069221013,2183.300712890625,4.840455937215144,2318.682568359375,-1.280906101148207,2646955.0,3.2241197904762267,-3.881888688544688,2292.4243903882575,2336.6796875,1.9305019305019335,37.38506599983355,AGGRESSIVE,55,STRONG_BUY,OTHER,True,2025-08
2025-08-14,2335.6962522208755,2340.613507488709,2299.308563238908,2313.568603515625,3002500.0,1802.T,建設業,2050,62.897510538511234,2.7417641571783786,2209.93255859375,4.689556906108572,2337.3681640625,-1.0182204460896649,2971790.0,1.0103338392012895,-2.223612388382157,2315.0436974602776,2328.81201171875,0.5947323704333077,38.49874615547736,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-08-25,2409.455168706488,2413.880698608194,2345.039122359437,2348.481201171875,2008700.0,1802.T,建設業,2050,58.34863822871344,2.5783683726708047,2272.834091796875,3.328316380330007,2377.19794921875,-1.2080082795087699,3037065.0,0.661395129837524,-2.570373647494273,2348.4812082098815,2302.750732421875,-1.9472361809045238,40.75609669338868,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-11-05,2648.0,2910.5,2591.5,2873.0,9434400.0,1802.T,建設業,2050,84.12931667891257,2.7335786385560144,2509.1,14.503208321708982,2669.8,7.611057008015575,3257870.0,2.895879823320145,8.496978851963743,2959.0,2798.5,-5.424129773572153,40.81951703842911,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-11
2025-11-14,2862.5,2876.5,2835.0,2850.5,2876200.0,1802.T,建設業,2050,70.73981712385702,2.949357255619315,2631.94,8.304140671899814,2855.2,-0.1646119361165529,3737620.0,0.7695271322392324,-1.127297953520634,2861.5,2858.0,-0.12231347195526823,38.70064168850653,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-11
2025-02-13,1355.414293729342,1420.7472129234902,1353.4640573354868,1419.7720947265625,6777000.0,1803.T,建設業,2050,71.16212874576938,2.541208572479973,1282.8850927734375,10.670246518898463,1324.40556640625,7.200704281173309,3341060.0,2.028398173034905,5.852412045950173,1429.5233492564007,1416.3592529296875,-0.9208731241473469,40.03620809511503,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-02
2025-02-20,1428.5482401364775,1430.4984766417833,1365.6531128403662,1381.2550048828125,4064900.0,1803.T,建設業,2050,55.01318903892765,2.9852254099741313,1318.691435546875,4.744367609393907,1416.9443603515624,-2.5187548973267315,3559865.0,1.1418691439141653,-4.063671199501595,1388.0809699164497,1369.066162109375,-1.3698630136986336,44.352501558727845,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-02
2025-02-27,1319.8226365549212,1337.862325344183,1318.8475182419882,1336.88720703125,2850900.0,1803.T,建設業,2050,55.72627671374281,2.930604013077572,1333.8252734375,0.2295603220846754,1346.443359375,-0.7097329625648592,3785890.0,0.7530329724318456,1.2929445808619544,1343.713002378888,1344.2005615234375,0.03628447024672555,41.90901948893047,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-02
2025-03-06,1365.1655717329545,1373.9416361226665,1346.6383246880073,1351.513916015625,2611600.0,1803.T,建設業,2050,37.31886145046911,2.628325355632284,1349.5636865234376,0.14450814820094443,1364.09296875,-0.9221550893193073,3394050.0,0.7694642094253178,-0.8938138222652103,1341.7628526376147,1328.5987548828125,-0.9811046511627954,35.97581454540305,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-03
2025-03-11,1300.3201337890625,1309.5837567894346,1261.8029644717262,1279.8426513671875,2716500.0,1803.T,建設業,2050,24.077046484449724,2.8462600972438628,1346.677333984375,-4.9629321687212,1327.2334716796875,-3.570646862343235,3329800.0,0.8158147636494685,-2.4888591271917226,1286.6685584868865,1287.6436767578125,0.07578628268283516,39.92579454239343,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-03
2025-04-07,1175.6366944775268,1219.6735908615758,1154.3604411683798,1194.43896484375,2971800.0,1803.T,建設業,2050,19.5292433480285,3.22721844986067,1329.8384228515624,-10.18164731001503,1279.9398681640625,-6.680071888295385,2333840.0,1.2733520721214822,-5.666283348488665,1230.064410538941,1242.434326171875,1.005631536604997,40.145704648267056,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-04
2025-05-27,1557.6197004957692,1563.5572597098574,1539.3122262523311,1542.281005859375,1758300.0,1803.T,建設業,2050,52.70833975802058,2.7544802888585114,1506.6556591796875,2.3645314350781406,1559.3020263671874,-1.0915794515747181,2726595.0,0.6448702502571889,-1.5165881358130573,1551.187380176618,1559.1041259765625,0.5103668261563,37.901647449521505,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-07-30,1632.3339956045734,1641.240334471164,1598.1930299493097,1618.9744873046875,5434900.0,1803.T,建設業,2050,52.793836769656544,2.851030540005489,1611.2556689453124,0.47905608700992863,1648.563330078125,-1.7948259695934994,2726530.0,1.993339519462467,-2.4157451106110117,1628.8703875509057,1663.0113525390625,2.0959902794653673,41.05963999128052,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-07
