date,Open,High,Low,Close,Volume,ticker,sectors,Sector33Code,rsi_14d,atr_pct,ma25,ma25_deviation,sma5,price_vs_sma5_pct,vol_ma20,volume_change_20d,daily_change_pct,next_open,next_close,next_day_return,sector_short_ratio,regime,score,signal,prev_signal,strict_signal,month
2025-08-14,1841.6330173083416,1851.034153076439,1792.6481519903605,1808.9764404296875,3398600.0,1803.T,建設業,2050,65.00000251742942,3.5225851716711554,1687.0189306640625,7.229172568776023,1826.0963623046875,-0.9375147023124925,3415255.0,0.9951233509650085,-3.4846862548179036,1812.9347500751403,1852.023681640625,2.1561135371179017,38.49874615547736,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-08
2025-08-25,1929.706742894931,1942.0766579134884,1881.2166760221867,1885.175048828125,2671800.0,1803.T,建設業,2050,72.28636821260878,2.6846647971719837,1762.4852978515626,6.961178690461646,1894.4772216796875,-0.491015291454126,3492365.0,0.7650403093605622,-2.106888105533744,1897.050131005756,1868.3519287109375,-1.512780386019823,40.75609669338868,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-09-16,2120.6983573895536,2127.6255102135046,2088.53657642121,2092.98974609375,3127000.0,1803.T,建設業,2050,76.76888662222625,2.5092865907896615,1964.8571044921875,6.521219345092172,2120.005517578125,-1.274325527003226,2385370.0,1.310907741775909,-1.4215697717004483,2078.145643258385,2072.702880859375,-0.26190476190475953,36.07397274365968,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-09
2025-10-09,2042.0,2044.0,1998.0,2015.5,2245800.0,1803.T,建設業,2050,40.229431427496806,2.6547310606071366,2065.4355908203124,-2.4176784326874077,2024.6,-0.4494715005433127,2598410.0,0.8642977821052105,-0.6898250800689842,1994.5,1992.5,-0.1002757583354224,40.18817978692357,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-10-28,2100.0,2105.0,2031.0,2044.0,1956300.0,1803.T,建設業,2050,49.705535924617195,2.717011462119094,2032.05728515625,0.5877154611235174,2064.6,-0.9977719655138967,2300730.0,0.8502953410439296,-3.4482758620689613,2065.0,2040.5,-1.1864406779661016,40.204413068765795,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-10
2025-04-04,2974.0790254646045,3019.4998870752856,2903.9729129785533,2958.774169921875,2175000.0,1812.T,建設業,2050,57.578101824361106,2.59686180038264,3018.929267578125,-1.9925971205184296,3016.24150390625,-1.9052630205489343,1694975.0,1.2832047670319622,-1.818480095563657,2723.7705654531164,2716.364990234375,-0.27188689505165675,40.52911477854192,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-04-24,3372.005468631233,3378.917339284357,3239.6925161285726,3247.591796875,1889400.0,1812.T,建設業,2050,63.13426853707414,3.791860722933569,3051.054296875,6.441625775106681,3267.932421875,-0.6224310167445029,1739920.0,1.085911995953837,-3.4067541965930537,3247.591830549569,3293.0126953125,1.3986013986014025,40.58740342192931,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-04
2025-05-13,3577.3866450247124,3591.210385855611,3382.8668633327807,3443.098876953125,2906900.0,1812.T,建設業,2050,66.04314944561885,2.7141629568566183,3194.21234375,7.791796737937988,3486.15,-1.2349188373097855,1676830.0,1.7335686980791136,-3.1926731682491605,3413.4766796678905,3442.111572265625,0.8388776395718778,37.47081042576783,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-05
2025-08-14,4164.895779092831,4171.807649755147,4088.8652018073526,4130.33642578125,1239300.0,1812.T,建設業,2050,73.95718580100173,2.759468277721188,3808.717109375,8.444295209392095,4139.61796875,-0.22421254905201976,1674350.0,0.7401678263206618,-1.899619238830219,4140.210549682934,4189.5810546875,1.1924636298592917,38.49874615547736,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-08-21,4235.001891080759,4240.926351641842,4146.134982664516,4180.6943359375,1190400.0,1812.T,建設業,2050,75.43255861439792,2.572710170710196,3913.6985546875,6.822083446621484,4217.22841796875,-0.8663055070857933,1661645.0,0.7163985087067334,-1.5348809180995127,4189.581077268947,4248.82568359375,1.4140938015555062,36.71977208994204,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-08
2025-10-10,4581.0,4583.0,4450.0,4450.0,1648400.0,1812.T,建設業,2050,52.71120832793755,2.7123802501057677,4414.34341796875,0.8077437266459243,4553.6,-2.275122979620528,1491235.0,1.1053925102348054,-3.6796536796536827,4380.0,4434.0,1.2328767123287672,41.16573515768913,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-10-29,4961.0,4999.0,4897.0,4923.0,1433700.0,1812.T,建設業,2050,61.32879045996593,2.6827428107135605,4566.18697265625,7.814244784115447,4938.8,-0.3199157690127193,1636395.0,0.8761332074468573,-0.6858987290700003,4947.0,4990.0,0.8692136648473823,41.23937487257541,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-10
2025-11-12,5500.0,5571.0,5388.0,5429.0,4305400.0,1812.T,建設業,2050,71.26213592233009,3.3892061153066866,4879.72,11.256383562991314,5325.4,1.945393773237698,2130380.0,2.0209540082051087,-4.149011299435024,5467.0,5618.0,2.7620267056886774,35.57052031623293,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-11
2025-03-04,2068.7033718579437,2075.120251799283,1914.2046471164651,2017.8619384765625,47583700.0,3382.T,小売業,6100,21.957573286960823,3.3054293975264564,2320.7701513671873,-13.052055702809637,2148.0752685546877,-6.061860679851224,10475240.0,4.542492582508849,-6.879267315918913,2018.3555677259292,1972.4501953125,-2.2743947175348556,36.059278948206384,AGGRESSIVE,60,STRONG_BUY,OTHER,True,2025-03
2025-04-07,1875.7033889358108,1915.6854874894425,1802.6496779983108,1826.3427734375,19619700.0,3382.T,小売業,6100,23.942464972702496,3.3803086458134644,2113.87822265625,-13.602271225323449,2025.8583740234376,-9.848447608392853,10490230.0,1.8702831110471363,-8.866996274129713,1879.652247909672,1911.2430419921875,1.6806722689075608,44.061548745581725,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-04
2025-04-09,1875.7033719802375,1894.9540118505608,1818.445058519788,1824.8619384765625,11652900.0,3382.T,小売業,6100,29.395779527834023,3.9510799701679553,2095.9307080078124,-12.933097859370623,1921.1151611328125,-5.010278644591664,10257740.0,1.1360104662430517,-4.519629456732277,1952.2123686691812,2004.041015625,2.6548672566371616,46.593047520997885,AGGRESSIVE,30,STRONG_BUY,OTHER,True,2025-04
2025-04-16,1934.9361676356589,1948.2635340964148,1898.4093114098837,1910.255859375,6025200.0,3382.T,小売業,6100,32.072183703275485,4.5219639171976205,2071.7835009765627,-7.796550244049365,1947.177587890625,-1.8961664691109326,9004545.0,0.6691287566445612,-1.2755096729877624,1913.2174014550633,1941.8465576171875,1.496388028895766,44.842458881630634,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-05-14,2213.3300851270164,2228.1382703531117,2185.1945331974357,2202.96435546875,6452300.0,3382.T,小売業,6100,74.6575653779887,2.52552684679932,2050.2425146484375,7.4489646824293025,2217.67373046875,-0.6632794895798665,8054150.0,0.8011149531607928,-1.0421273896959793,2185.6881130533197,2207.900390625,1.0162601626016343,41.48497536686319,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-05-20,2226.1638123886933,2250.8441207300316,2176.803195706017,2200.002685546875,8424800.0,3382.T,小売業,6100,66.92411255645487,2.5353379590945293,2101.3801123046874,4.693228638869309,2209.57861328125,-0.43338253171063396,8234455.0,1.0231156767509204,-1.1532472717958764,2208.393890450186,2172.854248046875,-1.6092981671882014,42.378178788308134,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-05
2025-07-17,1989.2328277625895,2047.9719608900705,1971.9566121368598,1981.8287353515625,54495700.0,3382.T,小売業,6100,22.94008529174691,2.602739425075881,2204.5832763671874,-10.104156345714914,2142.5468505859376,-7.501264917050582,8481825.0,6.424996978834154,-9.162897066873876,1929.5064364777163,1908.2813720703125,-1.1000255819902744,39.123324099646,AGGRESSIVE,70,STRONG_BUY,OTHER,True,2025-07
2025-08-04,1964.552490234375,1978.8670686808064,1962.578065621074,1964.552490234375,8506300.0,3382.T,小売業,6100,28.5276213238957,2.5161524702501437,2090.2443359375,-6.013260916061799,1969.3898193359375,-0.24562577982624356,11773400.0,0.7225015713387807,-1.3386182869768781,1969.4885980624765,1965.046142578125,-0.22556390977443921,38.163075434347384,AGGRESSIVE,55,STRONG_BUY,OTHER,True,2025-08
2025-02-03,4561.382282955546,4561.382282955546,4462.667988852587,4510.55908203125,15947400.0,4063.T,化学,3200,26.461186426730308,2.818450505653607,5005.4599609375,-9.887220810244125,4767.60732421875,-5.3915564916962175,6322805.0,2.5222033575288183,-5.372156158056018,4545.744548879411,4466.57763671875,-1.7415609546334219,37.27014873676651,AGGRESSIVE,70,STRONG_BUY,OTHER,True,2025-02
2025-02-07,4544.767465396803,4605.364364935427,4530.106925185845,4597.54541015625,5401600.0,4063.T,化学,3200,24.296938352888816,2.906340827915652,4914.36916015625,-6.446885442971613,4538.9029296875,1.291996796961416,6823130.0,0.7916601325198259,-0.27559381193870136,4592.658365545766,4683.5537109375,1.979144498829543,39.02192053283107,AGGRESSIVE,40,STRONG_BUY,OTHER,True,2025-02
2025-02-12,4664.983961678771,4683.553979544243,4570.1791336287315,4583.8623046875,6239500.0,4063.T,化学,3200,26.099438943090476,3.0703621495720963,4874.179765625,-5.956232123093917,4596.9587890625,-0.2848945351905299,6819765.0,0.9149142235839505,-2.1285419662678495,4652.2780178014555,4701.146484375,1.0504201680672234,37.86589543272116,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-02
2025-02-17,4544.767174051842,4613.1830239838055,4544.767174051842,4556.49560546875,5483200.0,4063.T,化学,3200,29.991761114183078,3.114848726574859,4818.8215625,-5.443778185784406,4631.753125,-1.6248171588646616,7274850.0,0.753720007972673,-1.666309617882633,4525.219450356592,4509.58154296875,-0.34557235421166743,36.36985298267306,AGGRESSIVE,45,STRONG_BUY,OTHER,True,2025-02
2025-04-04,3944.973208795282,3982.5538009071447,3780.80535904346,3851.021728515625,11169600.0,4063.T,化学,3200,22.162668064894703,2.7392710004555547,4317.07560546875,-10.795592191221784,4095.6912109375,-5.973826390243668,6607430.0,1.6904605875506815,-5.393586696528008,3409.9443296086924,3509.82958984375,2.9292343387471043,40.314820564429475,AGGRESSIVE,55,STRONG_BUY,OTHER,True,2025-04
2025-04-11,3799.5957088012224,3832.231486622784,3759.0482272653426,3828.275634765625,10134100.0,4063.T,化学,3200,38.12757219855118,5.399177193196156,4186.83640625,-8.564002427922077,3762.212890625,1.7559544358918586,7939940.0,1.2763446575163035,-4.702115274543739,3886.624296355157,3901.458740234375,0.3816793893129683,37.90365451957274,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-04-16,3851.0216201280577,3879.70154487991,3771.9045863298443,3820.36376953125,4985100.0,4063.T,化学,3200,36.355427764101385,5.691356782168932,4129.296298828125,-7.481481272839363,3889.98681640625,-1.7898016153001,7785705.0,0.6402888370417322,-1.604687296623808,3783.772282748357,3818.385986328125,0.9147935180344957,41.21964615354665,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
2025-04-23,3794.6507320736555,3798.6065837620304,3730.3681421375627,3744.213623046875,6319300.0,4063.T,化学,3200,42.00580755599443,5.309032359500378,4009.84787109375,-6.624546780484697,3745.796044921875,-0.042245275931271725,7411525.0,0.8526315434407898,1.637581738092031,3809.4852905740186,3879.70166015625,1.8431983385254425,44.51524791226845,AGGRESSIVE,25,STRONG_BUY,OTHER,True,2025-04
