PublishedDate,Code,ApplicationDate,PublishReason,ShortMarginOutstanding,DailyChangeShortMarginOutstanding,ShortMarginOutstandingListedShareRatio,LongMarginOutstanding,DailyChangeLongMarginOutstanding,LongMarginOutstandingListedShareRatio,ShortLongRatio,ShortNegotiableMarginOutstanding,DailyChangeShortNegotiableMarginOutstanding,ShortStandardizedMarginOutstanding,DailyChangeShortStandardizedMarginOutstanding,LongNegotiableMarginOutstanding,DailyChangeLongNegotiableMarginOutstanding,LongStandardizedMarginOutstanding,DailyChangeLongStandardizedMarginOutstanding,TSEMarginBorrowingAndLendingRegulationClassification
2025-11-28,13190,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,2000.0,-3000.0,*,0.0,0.0,0.0,0.0,0.0,1000.0,-2000.0,1000.0,-1000.0,001
2025-11-28,13250,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",7070.0,-390.0,*,280430.0,-9150.0,*,2.5,0.0,0.0,7070.0,-390.0,128610.0,-5120.0,151820.0,-4030.0,001
2025-11-28,133A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",2255.0,-985.0,*,24352.0,-12501.0,*,9.3,0.0,-1085.0,2255.0,100.0,9419.0,500.0,14933.0,-13001.0,001
2025-11-28,13580,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",5880.0,31.0,*,8239.0,-322.0,*,71.4,0.0,0.0,5880.0,31.0,4143.0,-40.0,4096.0,-282.0,001
2025-11-28,14690,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",890.0,0.0,*,50220.0,1670.0,*,1.8,0.0,0.0,890.0,0.0,5160.0,0.0,45060.0,1670.0,001
2025-11-28,14860,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,5984.0,20.0,*,0.0,0.0,0.0,0.0,0.0,5820.0,1.0,164.0,19.0,001
2025-11-28,14940,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",41.0,0.0,*,1394.0,15.0,*,2.9,0.0,0.0,41.0,0.0,1269.0,3.0,125.0,12.0,001
2025-11-28,15140,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",535000.0,500.0,0.7959,1167000.0,1100.0,1.736,45.8,0.0,0.0,535000.0,500.0,668600.0,500.0,498400.0,600.0,001
2025-11-28,15180,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",23200.0,-1400.0,0.0355,336700.0,5900.0,0.5154,6.9,3000.0,0.0,20200.0,-1400.0,114000.0,-2700.0,222700.0,8600.0,001
2025-11-28,15510,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,280.0,0.0,*,0.0,0.0,0.0,0.0,0.0,100.0,0.0,180.0,0.0,001
2025-11-28,155A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",485000.0,-44900.0,4.6151,629500.0,-41800.0,5.9901,77.0,100.0,-800.0,484900.0,-44100.0,240800.0,-88700.0,388700.0,46900.0,001
2025-11-28,15700,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",1190208.0,-32652.0,*,1494206.0,50007.0,*,79.7,668.0,373.0,1189540.0,-33025.0,393276.0,-27388.0,1100930.0,77395.0,001
2025-11-28,15730,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",1940.0,-10.0,*,15490.0,30.0,*,12.5,0.0,0.0,1940.0,-10.0,13620.0,0.0,1870.0,30.0,001
2025-11-28,15770,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",24.0,0.0,*,4203.0,-132.0,*,0.6,0.0,0.0,24.0,0.0,1377.0,-212.0,2826.0,80.0,001
2025-11-28,157A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '1', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,-1000.0,0.0,319200.0,20200.0,9.8998,0.0,0.0,-1000.0,0.0,0.0,206000.0,4300.0,113200.0,15900.0,002
2025-11-28,16770,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,320.0,40.0,*,0.0,0.0,0.0,0.0,0.0,310.0,40.0,10.0,0.0,001
2025-11-28,178A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",6566.0,150.0,*,67601.0,11509.0,*,9.7,0.0,0.0,6566.0,150.0,28097.0,867.0,39504.0,10642.0,001
2025-11-28,180A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",2720.0,10.0,*,168410.0,-170.0,*,1.6,0.0,0.0,2720.0,10.0,116740.0,0.0,51670.0,-170.0,001
2025-11-28,18670,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",700.0,0.0,0.0102,71200.0,800.0,1.0359,1.0,0.0,0.0,700.0,0.0,31600.0,500.0,39600.0,300.0,001
2025-11-28,188A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,34988.0,245.0,*,0.0,0.0,0.0,0.0,0.0,24800.0,100.0,10188.0,145.0,001
2025-11-28,19490,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",4800.0,-100.0,0.0135,25100.0,-200.0,0.0704,19.1,0.0,0.0,4800.0,-100.0,10000.0,1800.0,15100.0,-2000.0,001
2025-11-28,20150,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,204.0,4.0,*,0.0,0.0,0.0,0.0,0.0,200.0,0.0,4.0,4.0,001
2025-11-28,20860,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,0.0,0.0,*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,001
2025-11-28,20940,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,21576.0,420.0,*,0.0,0.0,0.0,0.0,0.0,1002.0,400.0,20574.0,20.0,001
2025-11-28,20980,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",8.0,0.0,*,4770.0,-61.0,*,0.2,0.0,0.0,8.0,0.0,4212.0,0.0,558.0,-61.0,001
2025-11-28,215A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",4890100.0,-500.0,4.8748,8800400.0,5800.0,8.7729,55.6,27700.0,500.0,4862400.0,-1000.0,3161400.0,-3500.0,5639000.0,9300.0,001
2025-11-28,21640,2025-11-27,"{'Restricted': '0', 'DailyPublication': '1', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,0.0,2444800.0,6000.0,32.6285,0.0,0.0,0.0,0.0,0.0,55100.0,3900.0,2389700.0,2100.0,002
2025-11-28,22110,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",515400.0,-500.0,1.9989,66800.0,-400.0,0.2591,771.6,474700.0,-100.0,40700.0,-400.0,8400.0,-300.0,58400.0,-100.0,001
2025-11-28,22150,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",25100.0,-100.0,0.3622,125500.0,1000.0,1.811,20.0,0.0,0.0,25100.0,-100.0,65300.0,200.0,60200.0,800.0,001
2025-11-28,221A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",4320.0,30.0,*,52250.0,-970.0,*,8.3,0.0,0.0,4320.0,30.0,28350.0,-1000.0,23900.0,30.0,001
2025-11-28,22360,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",39.0,1.0,*,2365.0,175.0,*,1.6,0.0,0.0,39.0,1.0,1578.0,0.0,787.0,175.0,001
2025-11-28,22470,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,13803.0,991.0,*,0.0,0.0,0.0,0.0,0.0,638.0,-4.0,13165.0,995.0,001
2025-11-28,22480,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",20.0,0.0,*,1593.0,-800.0,*,1.3,0.0,0.0,20.0,0.0,1422.0,-800.0,171.0,0.0,001
2025-11-28,22520,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,1150.0,1000.0,*,0.0,0.0,0.0,0.0,0.0,1050.0,1000.0,100.0,0.0,001
2025-11-28,23150,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",5171000.0,1583500.0,3.4153,13734500.0,1545600.0,9.0713,37.6,12400.0,-15400.0,5158600.0,1598900.0,4321700.0,397600.0,9412800.0,1148000.0,001
2025-11-28,23250,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",48300.0,9700.0,0.4807,143900.0,-1100.0,1.4321,33.6,27000.0,9500.0,21300.0,200.0,58800.0,600.0,85100.0,-1700.0,001
2025-11-28,23340,2025-11-27,"{'Restricted': '1', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",2500.0,2500.0,0.0072,6003700.0,73200.0,17.2123,0.0,2500.0,2500.0,0.0,0.0,1783500.0,12200.0,4220200.0,61000.0,003
2025-11-28,233A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",530.0,147.0,*,42350.0,288.0,*,1.3,0.0,0.0,530.0,147.0,39131.0,990.0,3219.0,-702.0,001
2025-11-28,234A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,140.0,-700.0,*,0.0,0.0,0.0,0.0,0.0,110.0,0.0,30.0,-700.0,001
2025-11-28,236A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",800.0,-10.0,*,1560.0,80.0,*,51.3,0.0,0.0,800.0,-10.0,160.0,0.0,1400.0,80.0,001
2025-11-28,23890,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",40300.0,-4300.0,0.217,128400.0,-1800.0,0.6913,31.4,0.0,0.0,40300.0,-4300.0,70300.0,7400.0,58100.0,-9200.0,001
2025-11-28,25220,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",353.0,-11.0,*,8550.0,-73.0,*,4.1,0.0,0.0,353.0,-11.0,3081.0,0.0,5469.0,-73.0,001
2025-11-28,25400,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",8800.0,-400.0,0.0533,401600.0,-200.0,2.4339,2.2,1300.0,0.0,7500.0,-400.0,355600.0,0.0,46000.0,-200.0,001
2025-11-28,257A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,110.0,-55.0,*,0.0,0.0,0.0,0.0,0.0,100.0,10.0,10.0,-65.0,001
2025-11-28,26340,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",6002.0,-500.0,*,25554.0,34.0,*,23.5,0.0,0.0,6002.0,-500.0,8070.0,-1000.0,17484.0,1034.0,001
2025-11-28,26390,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",15.0,-22.0,*,381.0,41.0,*,3.9,0.0,0.0,15.0,-22.0,336.0,0.0,45.0,41.0,001
2025-11-28,26480,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",3.0,0.0,*,6287.0,0.0,*,0.0,0.0,0.0,3.0,0.0,6000.0,0.0,287.0,0.0,001
2025-11-28,26670,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",353500.0,-2900.0,2.7118,2005600.0,-2000.0,15.3854,17.6,0.0,0.0,353500.0,-2900.0,1025100.0,5400.0,980500.0,-7400.0,001
2025-11-28,26760,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",115100.0,1300.0,0.5658,27100.0,1500.0,0.1332,424.7,18600.0,2200.0,96500.0,-900.0,10200.0,700.0,16900.0,800.0,001
2025-11-28,26980,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",29200.0,-100.0,0.1741,29400.0,-1400.0,0.1753,99.3,500.0,0.0,28700.0,-100.0,13600.0,-200.0,15800.0,-1200.0,001
2025-11-28,27050,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",7300.0,300.0,0.1005,19300.0,100.0,0.2657,37.8,0.0,0.0,7300.0,300.0,9300.0,0.0,10000.0,100.0,001
2025-11-28,27430,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '1'}",316100.0,100.0,0.3221,1440500.0,400.0,1.4677,21.9,316100.0,100.0,0.0,0.0,1440500.0,400.0,0.0,0.0,101
2025-11-28,282A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",4808.0,10.0,*,35259.0,686.0,*,13.6,0.0,0.0,4808.0,10.0,17668.0,-934.0,17591.0,1620.0,001
2025-11-28,28360,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,61.0,-4.0,*,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,-4.0,001
2025-11-28,283A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,500.0,-20.0,*,0.0,0.0,0.0,0.0,0.0,400.0,0.0,100.0,-20.0,001
2025-11-28,28410,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",98253.0,0.0,*,126500.0,1075.0,*,77.7,0.0,0.0,98253.0,0.0,17691.0,-12.0,108809.0,1087.0,001
2025-11-28,28450,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",14568.0,-580.0,*,80069.0,-8711.0,*,18.2,0.0,0.0,14568.0,-580.0,43929.0,-3652.0,36140.0,-5059.0,001
2025-11-28,28460,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",550.0,0.0,*,3441.0,1549.0,*,16.0,0.0,0.0,550.0,0.0,36.0,-10.0,3405.0,1559.0,001
2025-11-28,28570,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,190.0,0.0,*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,001
2025-11-28,28690,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",336.0,-6.0,*,32086.0,109.0,*,1.0,0.0,0.0,336.0,-6.0,21256.0,423.0,10830.0,-314.0,001
2025-11-28,28700,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",6438.0,42.0,*,370174.0,-453.0,*,1.7,0.0,0.0,6438.0,42.0,355207.0,898.0,14967.0,-1351.0,001
2025-11-28,29260,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",37800.0,-500.0,0.267,1197200.0,-28000.0,8.4561,3.2,0.0,0.0,37800.0,-500.0,643800.0,-11800.0,553400.0,-16200.0,001
2025-11-28,29360,2025-11-27,"{'Restricted': '0', 'DailyPublication': '1', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",831100.0,6800.0,1.5179,12710700.0,5400.0,23.215,6.5,432500.0,0.0,398600.0,6800.0,12375200.0,9700.0,335500.0,-4300.0,002
2025-11-28,30530,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",828400.0,600.0,1.3487,1613500.0,-33300.0,2.6268,51.3,497900.0,-100.0,330500.0,700.0,1062400.0,-6100.0,551100.0,-27200.0,001
2025-11-28,31030,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",2838900.0,179300.0,4.9156,3013900.0,182200.0,5.2187,94.2,19000.0,5000.0,2819900.0,174300.0,1261700.0,114200.0,1752200.0,68000.0,001
2025-11-28,31210,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",137600.0,-2600.0,0.4326,1063500.0,7600.0,3.3437,12.9,0.0,0.0,137600.0,-2600.0,495000.0,-200.0,568500.0,7800.0,001
2025-11-28,31370,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",210100.0,0.0,1.6236,459800.0,-3100.0,3.5533,45.7,0.0,0.0,210100.0,0.0,196300.0,100.0,263500.0,-3200.0,001
2025-11-28,31400,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",29400.0,15100.0,0.1998,50500.0,17000.0,0.3431,58.2,0.0,0.0,29400.0,15100.0,10000.0,-400.0,40500.0,17400.0,001
2025-11-28,31950,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",67500.0,0.0,0.8155,482700.0,-1300.0,5.8317,14.0,0.0,0.0,67500.0,0.0,214600.0,15900.0,268100.0,-17200.0,001
2025-11-28,32040,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",8800.0,5000.0,0.0984,228800.0,-300.0,2.5592,3.8,0.0,0.0,8800.0,5000.0,98900.0,0.0,129900.0,-300.0,001
2025-11-28,325A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '1', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",464400.0,17500.0,6.0745,1202800.0,-25000.0,15.7331,38.6,0.0,0.0,464400.0,17500.0,376200.0,-5700.0,826600.0,-19300.0,002
2025-11-28,338A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '1', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",100.0,-100.0,0.0074,299600.0,8800.0,22.0359,0.0,100.0,-100.0,0.0,0.0,75700.0,-2500.0,223900.0,11300.0,002
2025-11-28,35010,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",3400.0,-40500.0,0.0221,38400.0,1600.0,0.2499,8.9,0.0,-100.0,3400.0,-40400.0,23800.0,-1300.0,14600.0,2900.0,001
2025-11-28,35210,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",2900.0,-100.0,0.011,489900.0,800.0,1.851,0.6,0.0,0.0,2900.0,-100.0,78700.0,-2000.0,411200.0,2800.0,001
2025-11-28,35260,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",900.0,0.0,0.0149,13300.0,600.0,0.2196,6.8,0.0,0.0,900.0,0.0,8700.0,0.0,4600.0,600.0,001
2025-11-28,354A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,3252.0,-28.0,*,0.0,0.0,0.0,0.0,0.0,1570.0,0.0,1682.0,-28.0,001
2025-11-28,36390,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",53000.0,1600.0,0.8056,417100.0,-6600.0,6.3399,12.7,0.0,0.0,53000.0,1600.0,300200.0,-4000.0,116900.0,-2600.0,001
2025-11-28,363A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,4707.0,171.0,*,0.0,0.0,0.0,0.0,0.0,551.0,171.0,4156.0,0.0,001
2025-11-28,36450,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '0', 'PrecautionByJSF': '1', 'UnclearOrSecOnAlert': '0'}",2900.0,-500.0,0.0269,160300.0,500.0,1.488,1.8,0.0,0.0,2900.0,-500.0,100200.0,300.0,60100.0,200.0,001
2025-11-28,364A0,2025-11-27,"{'Restricted': '0', 'DailyPublication': '0', 'Monitoring': '0', 'RestrictedByJSF': '1', 'PrecautionByJSF': '0', 'UnclearOrSecOnAlert': '0'}",0.0,0.0,*,2891.0,-1.0,*,0.0,0.0,0.0,0.0,0.0,1706.0,0.0,1185.0,-1.0,001
